"sex","location","cause","IRadjust","CFadjust"
"Male","Austria","ihd",0.7,1
"Male","Austria","istroke",0.7,1
"Female","Azerbaijan","hhd",0.7,1
"Female","Azerbaijan","hstroke",0.7,1
"Female","Azerbaijan","ihd",0.7,1
"Female","Azerbaijan","istroke",0.7,1
"Male","Azerbaijan","hhd",0.7,1
"Male","Azerbaijan","hstroke",0.7,1
"Male","Azerbaijan","ihd",0.7,1
"Male","Azerbaijan","istroke",0.7,1
"Female","Bahrain","hhd",0.7,1
"Female","Bahrain","hstroke",0.7,1
"Female","Bahrain","ihd",0.7,1
"Female","Bahrain","istroke",0.7,1
"Male","Bahrain","hhd",0.7,1
"Male","Bahrain","hstroke",0.7,1
"Male","Bahrain","ihd",0.7,1
"Male","Bahrain","istroke",0.7,1
"Female","Bangladesh","hhd",0.7,1
"Female","Bangladesh","hstroke",0.7,1
"Female","Bangladesh","ihd",0.7,1
"Female","Bangladesh","istroke",0.7,1
"Male","Bangladesh","hhd",0.7,1
"Male","Bangladesh","hstroke",0.7,1
"Male","Bangladesh","ihd",0.7,1
"Male","Bangladesh","istroke",0.7,1
"Female","Barbados","hhd",0.7,1
"Female","Barbados","hstroke",0.7,1
"Female","Barbados","ihd",0.7,1
"Female","Barbados","istroke",0.7,1
"Male","Barbados","hhd",0.7,1
"Male","Barbados","hstroke",0.7,1
"Male","Barbados","ihd",0.7,1
"Male","Barbados","istroke",0.7,1
"Female","Belarus","hhd",0.7,1
"Female","Belarus","hstroke",0.7,1
"Female","Belarus","ihd",0.7,1
"Female","Belarus","istroke",0.7,1
"Male","Belarus","hhd",0.7,1
"Male","Belarus","hstroke",0.7,1
"Male","Belarus","ihd",0.7,1
"Male","Belarus","istroke",0.7,1
"Female","Belgium","hhd",0.7,1
"Female","Belgium","hstroke",0.7,1
"Female","Belgium","ihd",0.7,1
"Female","Belgium","istroke",0.7,1
"Male","Belgium","hhd",0.7,1
"Male","Belgium","hstroke",0.7,1
"Male","Belgium","ihd",0.7,1
"Male","Belgium","istroke",0.7,1
"Female","Belize","hhd",0.7,1
"Female","Belize","hstroke",0.7,1
"Female","Belize","ihd",0.7,1
"Female","Belize","istroke",0.7,1
"Male","Belize","hhd",0.7,1
"Male","Belize","hstroke",0.7,1
"Male","Belize","ihd",0.7,1
"Male","Belize","istroke",0.7,1
"Female","Benin","hhd",0.7,1
"Female","Benin","hstroke",0.7,1
"Female","Benin","ihd",0.7,1
"Female","Benin","istroke",0.7,1
"Male","Benin","hhd",0.7,1
"Male","Benin","hstroke",0.7,1
"Male","Benin","ihd",0.7,1
"Male","Benin","istroke",0.7,1
"Female","Bhutan","hhd",0.7,1
"Female","Bhutan","hstroke",0.7,1
"Female","Bhutan","ihd",0.7,1
"Female","Bhutan","istroke",0.7,1
"Male","Bhutan","hhd",0.7,1
"Male","Bhutan","hstroke",0.7,1
"Male","Bhutan","ihd",0.7,1
"Male","Bhutan","istroke",0.7,1
"Female","Bolivia","hhd",0.7,1
"Female","Bolivia","hstroke",0.7,1
"Female","Bolivia","ihd",0.7,1
"Female","Bolivia","istroke",0.7,1
"Male","Bolivia","hhd",0.7,1
"Male","Bolivia","hstroke",0.7,1
"Male","Bolivia","ihd",0.7,1
"Male","Bolivia","istroke",0.7,1
"Female","Bosnia and Herzegovina","hhd",0.7,1
"Female","Bosnia and Herzegovina","hstroke",0.7,1
"Female","Bosnia and Herzegovina","ihd",0.7,1
"Female","Bosnia and Herzegovina","istroke",0.7,1
"Male","Bosnia and Herzegovina","hhd",0.7,1
"Male","Bosnia and Herzegovina","hstroke",0.7,1
"Male","Bosnia and Herzegovina","ihd",0.7,1
"Male","Bosnia and Herzegovina","istroke",0.7,1
"Female","Botswana","hhd",0.7,1
"Female","Botswana","hstroke",0.7,1
"Female","Botswana","ihd",0.7,1
"Female","Botswana","istroke",0.7,1
"Male","Botswana","hhd",0.7,1
"Male","Botswana","hstroke",0.7,1
"Male","Botswana","ihd",0.7,1
"Male","Botswana","istroke",0.7,1
"Female","Brazil","hhd",0.7,1
"Female","Brazil","hstroke",0.7,1
"Female","Brazil","ihd",0.7,1
"Female","Brazil","istroke",0.7,1
"Male","Brazil","hhd",0.7,1
"Male","Brazil","hstroke",0.7,1
"Male","Brazil","ihd",0.7,1
"Male","Brazil","istroke",0.7,1
"Female","Brunei","hhd",0.7,1
"Female","Brunei","hstroke",0.7,1
"Female","Brunei","ihd",0.7,1
"Female","Brunei","istroke",0.7,1
"Male","Brunei","hhd",0.7,1
"Male","Brunei","hstroke",0.7,1
"Male","Brunei","ihd",0.7,1
"Male","Brunei","istroke",0.7,1
"Female","Bulgaria","hhd",0.7,1
"Female","Bulgaria","hstroke",0.7,1
"Female","Bulgaria","ihd",0.7,1
"Female","Bulgaria","istroke",0.7,1
"Male","Bulgaria","hhd",0.7,1
"Male","Bulgaria","hstroke",0.7,1
"Male","Bulgaria","ihd",0.7,1
"Male","Bulgaria","istroke",0.7,1
"Female","Burkina Faso","hhd",0.7,1
"Female","Burkina Faso","hstroke",0.7,1
"Female","Burkina Faso","ihd",0.7,1
"Female","Burkina Faso","istroke",0.7,1
"Male","Burkina Faso","hhd",0.7,1
"Male","Burkina Faso","hstroke",0.7,1
"Male","Burkina Faso","ihd",0.7,1
"Male","Burkina Faso","istroke",0.7,1
"Female","Burundi","hhd",0.7,1
"Female","Burundi","hstroke",0.7,1
"Female","Burundi","ihd",0.7,1
"Female","Burundi","istroke",0.7,1
"Male","Burundi","hhd",0.7,1
"Male","Burundi","hstroke",0.7,1
"Male","Burundi","ihd",0.7,1
"Male","Burundi","istroke",0.7,1
"Female","Cambodia","hhd",0.7,1
"Female","Cambodia","hstroke",0.7,1
"Female","Cambodia","ihd",0.7,1
"Female","Cambodia","istroke",0.7,1
"Male","Cambodia","hhd",0.7,1
"Male","Cambodia","hstroke",0.7,1
"Male","Cambodia","ihd",0.7,1
"Male","Cambodia","istroke",0.7,1
"Female","Cameroon","hhd",0.7,1
"Female","Cameroon","hstroke",0.7,1
"Female","Cameroon","ihd",0.7,1
"Female","Cameroon","istroke",0.7,1
"Male","Cameroon","hhd",0.7,1
"Male","Cameroon","hstroke",0.7,1
"Male","Cameroon","ihd",0.7,1
"Male","Cameroon","istroke",0.7,1
"Female","Canada","hhd",0.7,1
"Female","Canada","hstroke",0.7,1
"Female","Canada","ihd",0.7,1
"Female","Canada","istroke",0.7,1
"Male","Canada","hhd",0.7,1
"Male","Canada","hstroke",0.7,1
"Male","Canada","ihd",0.7,1
"Male","Canada","istroke",0.7,1
"Female","Cape Verde","hhd",0.7,1
"Female","Cape Verde","hstroke",0.7,1
"Female","Cape Verde","ihd",0.7,1
"Female","Cape Verde","istroke",0.7,1
"Male","Cape Verde","hhd",0.7,1
"Male","Cape Verde","hstroke",0.7,1
"Male","Cape Verde","ihd",0.7,1
"Male","Cape Verde","istroke",0.7,1
"Female","Central African Republic","hhd",0.7,1
"Female","Central African Republic","hstroke",0.7,1
"Female","Central African Republic","ihd",0.7,1
"Female","Central African Republic","istroke",0.7,1
"Male","Central African Republic","hhd",0.7,1
"Male","Central African Republic","hstroke",0.7,1
"Male","Central African Republic","ihd",0.7,1
"Male","Central African Republic","istroke",0.7,1
"Female","Chad","hhd",0.7,1
"Female","Chad","hstroke",0.7,1
"Female","Chad","ihd",0.7,1
"Female","Chad","istroke",0.7,1
"Male","Chad","hhd",0.7,1
"Male","Chad","hstroke",0.7,1
"Male","Chad","ihd",0.7,1
"Male","Chad","istroke",0.7,1
"Female","Chile","hhd",0.7,1
"Female","Chile","hstroke",0.7,1
"Female","Chile","ihd",0.7,1
"Female","Chile","istroke",0.7,1
"Male","Chile","hhd",0.7,1
"Male","Chile","hstroke",0.7,1
"Male","Chile","ihd",0.7,1
"Male","Chile","istroke",0.7,1
"Female","China","hhd",0.7,1
"Female","China","hstroke",0.7,1
"Female","China","ihd",0.7,1
"Female","China","istroke",0.7,1
"Male","China","hhd",0.7,1
"Male","China","hstroke",0.7,1
"Male","China","ihd",0.7,1
"Male","China","istroke",0.7,1
"Female","Colombia","hhd",0.7,1
"Female","Colombia","hstroke",0.7,1
"Female","Colombia","ihd",0.7,1
"Female","Colombia","istroke",0.7,1
"Male","Colombia","hhd",0.7,1
"Male","Colombia","hstroke",0.7,1
"Male","Colombia","ihd",0.7,1
"Male","Colombia","istroke",0.7,1
"Female","Comoros","hhd",0.7,1
"Female","Comoros","hstroke",0.7,1
"Female","Comoros","ihd",0.7,1
"Female","Comoros","istroke",0.7,1
"Male","Comoros","hhd",0.7,1
"Male","Comoros","hstroke",0.7,1
"Male","Comoros","ihd",0.7,1
"Male","Comoros","istroke",0.7,1
"Female","Congo","hhd",0.7,1
"Female","Congo","hstroke",0.7,1
"Female","Congo","ihd",0.7,1
"Female","Congo","istroke",0.7,1
"Male","Congo","hhd",0.7,1
"Male","Congo","hstroke",0.7,1
"Male","Congo","ihd",0.7,1
"Male","Congo","istroke",0.7,1
"Female","Costa Rica","hhd",0.7,1
"Female","Costa Rica","hstroke",0.7,1
"Female","Costa Rica","ihd",0.7,1
"Female","Costa Rica","istroke",0.7,1
"Male","Costa Rica","hhd",0.7,1
"Male","Costa Rica","hstroke",0.7,1
"Male","Costa Rica","ihd",0.7,1
"Male","Costa Rica","istroke",0.7,1
"Female","Cote d'Ivoire","hhd",0.7,1
"Female","Cote d'Ivoire","hstroke",0.7,1
"Female","Cote d'Ivoire","ihd",0.7,1
"Female","Cote d'Ivoire","istroke",0.7,1
"Male","Cote d'Ivoire","hhd",0.7,1
"Male","Cote d'Ivoire","hstroke",0.7,1
"Male","Cote d'Ivoire","ihd",0.7,1
"Male","Cote d'Ivoire","istroke",0.7,1
"Female","Croatia","hhd",0.7,1
"Female","Croatia","hstroke",0.7,1
"Female","Croatia","ihd",0.7,1
"Female","Croatia","istroke",0.7,1
"Male","Croatia","hhd",0.7,1
"Male","Croatia","hstroke",0.7,1
"Male","Croatia","ihd",0.7,1
"Male","Croatia","istroke",0.7,1
"Female","Cuba","hhd",0.7,1
"Female","Cuba","hstroke",0.7,1
"Female","Cuba","ihd",0.7,1
"Female","Cuba","istroke",0.7,1
"Male","Cuba","hhd",0.7,1
"Male","Cuba","hstroke",0.7,1
"Male","Cuba","ihd",0.7,1
"Male","Cuba","istroke",0.7,1
"Female","Cyprus","hhd",0.7,1
"Female","Cyprus","hstroke",0.7,1
"Female","Cyprus","ihd",0.7,1
"Female","Cyprus","istroke",0.7,1
"Male","Cyprus","hhd",0.7,1
"Male","Cyprus","hstroke",0.7,1
"Male","Cyprus","ihd",0.7,1
"Male","Cyprus","istroke",0.7,1
"Female","Czech Republic","hhd",0.7,1
"Female","Czech Republic","hstroke",0.7,1
"Female","Czech Republic","ihd",0.7,1
"Female","Czech Republic","istroke",0.7,1
"Male","Czech Republic","hhd",0.7,1
"Male","Czech Republic","hstroke",0.7,1
"Male","Czech Republic","ihd",0.7,1
"Male","Czech Republic","istroke",0.7,1
"Female","Democratic Republic of the Congo","hhd",0.7,1
"Female","Democratic Republic of the Congo","hstroke",0.7,1
"Female","Democratic Republic of the Congo","ihd",0.7,1
"Female","Democratic Republic of the Congo","istroke",0.7,1
"Male","Democratic Republic of the Congo","hhd",0.7,1
"Male","Democratic Republic of the Congo","hstroke",0.7,1
"Male","Democratic Republic of the Congo","ihd",0.7,1
"Male","Democratic Republic of the Congo","istroke",0.7,1
"Female","Denmark","hhd",0.7,1
"Female","Denmark","hstroke",0.7,1
"Female","Denmark","ihd",0.7,1
"Female","Denmark","istroke",0.7,1
"Male","Denmark","hhd",0.7,1
"Male","Denmark","hstroke",0.7,1
"Male","Denmark","ihd",0.7,1
"Male","Denmark","istroke",0.7,1
"Female","Djibouti","hhd",0.7,1
"Female","Djibouti","hstroke",0.7,1
"Female","Djibouti","ihd",0.7,1
"Female","Djibouti","istroke",0.7,1
"Male","Djibouti","hhd",0.7,1
"Male","Djibouti","hstroke",0.7,1
"Male","Djibouti","ihd",0.7,1
"Male","Djibouti","istroke",0.7,1
"Female","Dominican Republic","hhd",0.7,1
"Female","Dominican Republic","hstroke",0.7,1
"Female","Dominican Republic","ihd",0.7,1
"Female","Dominican Republic","istroke",0.7,1
"Male","Dominican Republic","hhd",0.7,1
"Male","Dominican Republic","hstroke",0.7,1
"Male","Dominican Republic","ihd",0.7,1
"Male","Dominican Republic","istroke",0.7,1
"Female","Ecuador","hhd",0.7,1
"Female","Ecuador","hstroke",0.7,1
"Female","Ecuador","ihd",0.7,1
"Female","Ecuador","istroke",0.7,1
"Male","Ecuador","hhd",0.7,1
"Male","Ecuador","hstroke",0.7,1
"Male","Ecuador","ihd",0.7,1
"Male","Ecuador","istroke",0.7,1
"Female","Egypt","hhd",0.7,1
"Female","Egypt","hstroke",0.7,1
"Female","Egypt","ihd",0.7,1
"Female","Egypt","istroke",0.7,1
"Male","Egypt","hhd",0.7,1
"Male","Egypt","hstroke",0.7,1
"Male","Egypt","ihd",0.7,1
"Male","Egypt","istroke",0.7,1
"Female","El Salvador","hhd",0.7,1
"Female","El Salvador","hstroke",0.7,1
"Female","El Salvador","ihd",0.7,1
"Female","El Salvador","istroke",0.7,1
"Male","El Salvador","hhd",0.7,1
"Male","El Salvador","hstroke",0.7,1
"Male","El Salvador","ihd",0.7,1
"Male","El Salvador","istroke",0.7,1
"Female","Equatorial Guinea","hhd",0.7,1
"Female","Equatorial Guinea","hstroke",0.7,1
"Female","Equatorial Guinea","ihd",0.7,1
"Female","Equatorial Guinea","istroke",0.7,1
"Male","Equatorial Guinea","hhd",0.7,1
"Male","Equatorial Guinea","hstroke",0.7,1
"Male","Equatorial Guinea","ihd",0.7,1
"Male","Equatorial Guinea","istroke",0.7,1
"Female","Eritrea","hhd",0.7,1
"Female","Eritrea","hstroke",0.7,1
"Female","Eritrea","ihd",0.7,1
"Female","Eritrea","istroke",0.7,1
"Male","Eritrea","hhd",0.7,1
"Male","Eritrea","hstroke",0.7,1
"Male","Eritrea","ihd",0.7,1
"Male","Eritrea","istroke",0.7,1
"Female","Estonia","hhd",0.7,1
"Female","Estonia","hstroke",0.7,1
"Female","Estonia","ihd",0.7,1
"Female","Estonia","istroke",0.7,1
"Male","Estonia","hhd",0.7,1
"Male","Estonia","hstroke",0.7,1
"Male","Estonia","ihd",0.7,1
"Male","Estonia","istroke",0.7,1
"Female","Ethiopia","hhd",0.7,1
"Female","Ethiopia","hstroke",0.7,1
"Female","Ethiopia","ihd",0.7,1
"Female","Ethiopia","istroke",0.7,1
"Male","Ethiopia","hhd",0.7,1
"Male","Ethiopia","hstroke",0.7,1
"Male","Ethiopia","ihd",0.7,1
"Male","Ethiopia","istroke",0.7,1
"Female","Federated States of Micronesia","hhd",0.7,1
"Female","Federated States of Micronesia","hstroke",0.7,1
"Female","Federated States of Micronesia","ihd",0.7,1
"Female","Federated States of Micronesia","istroke",0.7,1
"Male","Federated States of Micronesia","hhd",0.7,1
"Male","Federated States of Micronesia","hstroke",0.7,1
"Male","Federated States of Micronesia","ihd",0.7,1
"Male","Federated States of Micronesia","istroke",0.7,1
"Female","Fiji","hhd",0.7,1
"Female","Fiji","hstroke",0.7,1
"Female","Fiji","ihd",0.7,1
"Female","Fiji","istroke",0.7,1
"Male","Fiji","hhd",0.7,1
"Male","Fiji","hstroke",0.7,1
"Male","Fiji","ihd",0.7,1
"Male","Fiji","istroke",0.7,1
"Female","Finland","hhd",0.7,1
"Female","Finland","hstroke",0.7,1
"Female","Finland","ihd",0.7,1
"Female","Finland","istroke",0.7,1
"Male","Finland","hhd",0.7,1
"Male","Finland","hstroke",0.7,1
"Male","Finland","ihd",0.7,1
"Male","Finland","istroke",0.7,1
"Female","France","hhd",0.7,1
"Female","France","hstroke",0.7,1
"Female","France","ihd",0.7,1
"Female","France","istroke",0.7,1
"Male","France","hhd",0.7,1
"Male","France","hstroke",0.7,1
"Male","France","ihd",0.7,1
"Male","France","istroke",0.7,1
"Female","Gabon","hhd",0.7,1
"Female","Gabon","hstroke",0.7,1
"Female","Gabon","ihd",0.7,1
"Female","Gabon","istroke",0.7,1
"Male","Gabon","hhd",0.7,1
"Male","Gabon","hstroke",0.7,1
"Male","Gabon","ihd",0.7,1
"Male","Gabon","istroke",0.7,1
"Female","Georgia","hhd",0.7,1
"Female","Georgia","hstroke",0.7,1
"Female","Georgia","ihd",0.7,1
"Female","Georgia","istroke",0.7,1
"Male","Georgia","hhd",0.7,1
"Male","Georgia","hstroke",0.7,1
"Male","Georgia","ihd",0.7,1
"Male","Georgia","istroke",0.7,1
"Female","Germany","hhd",0.7,1
"Female","Germany","hstroke",0.7,1
"Female","Germany","ihd",0.7,1
"Female","Germany","istroke",0.7,1
"Male","Germany","hhd",0.7,1
"Male","Germany","hstroke",0.7,1
"Male","Germany","ihd",0.7,1
"Male","Germany","istroke",0.7,1
"Female","Ghana","hhd",0.7,1
"Female","Ghana","hstroke",0.7,1
"Female","Ghana","ihd",0.7,1
"Female","Ghana","istroke",0.7,1
"Male","Ghana","hhd",0.7,1
"Male","Ghana","hstroke",0.7,1
"Male","Ghana","ihd",0.7,1
"Male","Ghana","istroke",0.7,1
"Female","Greece","hhd",0.7,1
"Female","Greece","hstroke",0.7,1
"Female","Greece","ihd",0.7,1
"Female","Greece","istroke",0.7,1
"Male","Greece","hhd",0.7,1
"Male","Greece","hstroke",0.7,1
"Male","Greece","ihd",0.7,1
"Male","Greece","istroke",0.7,1
"Female","Grenada","hhd",0.7,1
"Female","Grenada","hstroke",0.7,1
"Female","Grenada","ihd",0.7,1
"Female","Grenada","istroke",0.7,1
"Male","Grenada","hhd",0.7,1
"Male","Grenada","hstroke",0.7,1
"Male","Grenada","ihd",0.7,1
"Male","Grenada","istroke",0.7,1
"Female","Guatemala","hhd",0.7,1
"Female","Guatemala","hstroke",0.7,1
"Female","Guatemala","ihd",0.7,1
"Female","Guatemala","istroke",0.7,1
"Male","Guatemala","hhd",0.7,1
"Male","Guatemala","hstroke",0.7,1
"Male","Guatemala","ihd",0.7,1
"Male","Guatemala","istroke",0.7,1
"Female","Guinea","hhd",0.7,1
"Female","Guinea","hstroke",0.7,1
"Female","Guinea","ihd",0.7,1
"Female","Guinea","istroke",0.7,1
"Male","Guinea","hhd",0.7,1
"Male","Guinea","hstroke",0.7,1
"Male","Guinea","ihd",0.7,1
"Male","Guinea","istroke",0.7,1
"Female","Guinea-Bissau","hhd",0.7,1
"Female","Guinea-Bissau","hstroke",0.7,1
"Female","Guinea-Bissau","ihd",0.7,1
"Female","Guinea-Bissau","istroke",0.7,1
"Male","Guinea-Bissau","hhd",0.7,1
"Male","Guinea-Bissau","hstroke",0.7,1
"Male","Guinea-Bissau","ihd",0.7,1
"Male","Guinea-Bissau","istroke",0.7,1
"Female","Guyana","hhd",0.7,1
"Female","Guyana","hstroke",0.7,1
"Female","Guyana","ihd",0.7,1
"Female","Guyana","istroke",0.7,1
"Male","Guyana","hhd",0.7,1
"Male","Guyana","hstroke",0.7,1
"Male","Guyana","ihd",0.7,1
"Male","Guyana","istroke",0.7,1
"Female","Haiti","hhd",0.7,1
"Female","Haiti","hstroke",0.7,1
"Female","Haiti","ihd",0.7,1
"Female","Haiti","istroke",0.7,1
"Male","Haiti","hhd",0.7,1
"Male","Haiti","hstroke",0.7,1
"Male","Haiti","ihd",0.7,1
"Male","Haiti","istroke",0.7,1
"Female","Honduras","hhd",0.7,1
"Female","Honduras","hstroke",0.7,1
"Female","Honduras","ihd",0.7,1
"Female","Honduras","istroke",0.7,1
"Male","Honduras","hhd",0.7,1
"Male","Honduras","hstroke",0.7,1
"Male","Honduras","ihd",0.7,1
"Male","Honduras","istroke",0.7,1
"Female","Hungary","hhd",0.7,1
"Female","Hungary","hstroke",0.7,1
"Female","Hungary","ihd",0.7,1
"Female","Hungary","istroke",0.7,1
"Male","Hungary","hhd",0.7,1
"Male","Hungary","hstroke",0.7,1
"Male","Hungary","ihd",0.7,1
"Male","Hungary","istroke",0.7,1
"Female","Iceland","hhd",0.7,1
"Female","Iceland","hstroke",0.7,1
"Female","Iceland","ihd",0.7,1
"Female","Iceland","istroke",0.7,1
"Male","Iceland","hhd",0.7,1
"Male","Iceland","hstroke",0.7,1
"Male","Iceland","ihd",0.7,1
"Male","Iceland","istroke",0.7,1
"Female","India","hhd",0.7,1
"Female","India","hstroke",0.7,1
"Female","India","ihd",0.7,1
"Female","India","istroke",0.7,1
"Male","India","hhd",0.7,1
"Male","India","hstroke",0.7,1
"Male","India","ihd",0.7,1
"Male","India","istroke",0.7,1
"Female","Indonesia","hhd",0.7,1
"Female","Indonesia","hstroke",0.7,1
"Female","Indonesia","ihd",0.7,1
"Female","Indonesia","istroke",0.7,1
"Male","Indonesia","hhd",0.7,1
"Male","Indonesia","hstroke",0.7,1
"Male","Indonesia","ihd",0.7,1
"Male","Indonesia","istroke",0.7,1
"Female","Iran","hhd",0.7,1
"Female","Iran","hstroke",0.7,1
"Female","Iran","ihd",0.7,1
"Female","Iran","istroke",0.7,1
"Male","Iran","hhd",0.7,1
"Male","Iran","hstroke",0.7,1
"Male","Iran","ihd",0.7,1
"Male","Iran","istroke",0.7,1
"Female","Iraq","hhd",0.7,1
"Female","Iraq","hstroke",0.7,1
"Female","Iraq","ihd",0.7,1
"Female","Iraq","istroke",0.7,1
"Male","Iraq","hhd",0.7,1
"Male","Iraq","hstroke",0.7,1
"Male","Iraq","ihd",0.7,1
"Male","Iraq","istroke",0.7,1
"Female","Ireland","hhd",0.7,1
"Female","Ireland","hstroke",0.7,1
"Female","Ireland","ihd",0.7,1
"Female","Ireland","istroke",0.7,1
"Male","Ireland","hhd",0.7,1
"Male","Ireland","hstroke",0.7,1
"Male","Ireland","ihd",0.7,1
"Male","Ireland","istroke",0.7,1
"Female","Israel","hhd",0.7,1
"Female","Israel","hstroke",0.7,1
"Female","Israel","ihd",0.7,1
"Female","Israel","istroke",0.7,1
"Male","Israel","hhd",0.7,1
"Male","Israel","hstroke",0.7,1
"Male","Israel","ihd",0.7,1
"Male","Israel","istroke",0.7,1
"Female","Italy","hhd",0.7,1
"Female","Italy","hstroke",0.7,1
"Female","Italy","ihd",0.7,1
"Female","Italy","istroke",0.7,1
"Male","Italy","hhd",0.7,1
"Male","Italy","hstroke",0.7,1
"Male","Italy","ihd",0.7,1
"Male","Italy","istroke",0.7,1
"Female","Jamaica","hhd",0.7,1
"Female","Jamaica","hstroke",0.7,1
"Female","Jamaica","ihd",0.7,1
"Female","Jamaica","istroke",0.7,1
"Male","Jamaica","hhd",0.7,1
"Male","Jamaica","hstroke",0.7,1
"Male","Jamaica","ihd",0.7,1
"Male","Jamaica","istroke",0.7,1
"Female","Japan","hhd",0.7,1
"Female","Japan","hstroke",0.7,1
"Female","Japan","ihd",0.7,1
"Female","Japan","istroke",0.7,1
"Male","Japan","hhd",0.7,1
"Male","Japan","hstroke",0.7,1
"Male","Japan","ihd",0.7,1
"Male","Japan","istroke",0.7,1
"Female","Jordan","hhd",0.7,1
"Female","Jordan","hstroke",0.7,1
"Female","Jordan","ihd",0.7,1
"Female","Jordan","istroke",0.7,1
"Male","Jordan","hhd",0.7,1
"Male","Jordan","hstroke",0.7,1
"Male","Jordan","ihd",0.7,1
"Male","Jordan","istroke",0.7,1
"Female","Kazakhstan","hhd",0.7,1
"Female","Kazakhstan","hstroke",0.7,1
"Female","Kazakhstan","ihd",0.7,1
"Female","Kazakhstan","istroke",0.7,1
"Male","Kazakhstan","hhd",0.7,1
"Male","Kazakhstan","hstroke",0.7,1
"Male","Kazakhstan","ihd",0.7,1
"Male","Kazakhstan","istroke",0.7,1
"Female","Kenya","hhd",0.7,1
"Female","Kenya","hstroke",0.7,1
"Female","Kenya","ihd",0.7,1
"Female","Kenya","istroke",0.7,1
"Male","Kenya","hhd",0.7,1
"Male","Kenya","hstroke",0.7,1
"Male","Kenya","ihd",0.7,1
"Male","Kenya","istroke",0.7,1
"Female","Kiribati","hhd",0.7,1
"Female","Kiribati","hstroke",0.7,1
"Female","Kiribati","ihd",0.7,1
"Female","Kiribati","istroke",0.7,1
"Male","Kiribati","hhd",0.7,1
"Male","Kiribati","hstroke",0.7,1
"Male","Kiribati","ihd",0.7,1
"Male","Kiribati","istroke",0.7,1
"Female","Kuwait","hhd",0.7,1
"Female","Kuwait","hstroke",0.7,1
"Female","Kuwait","ihd",0.7,1
"Female","Kuwait","istroke",0.7,1
"Male","Kuwait","hhd",0.7,1
"Male","Kuwait","hstroke",0.7,1
"Male","Kuwait","ihd",0.7,1
"Male","Kuwait","istroke",0.7,1
"Female","Kyrgyzstan","hhd",0.7,1
"Female","Kyrgyzstan","hstroke",0.7,1
"Female","Kyrgyzstan","ihd",0.7,1
"Female","Kyrgyzstan","istroke",0.7,1
"Male","Kyrgyzstan","hhd",0.7,1
"Male","Kyrgyzstan","hstroke",0.7,1
"Male","Kyrgyzstan","ihd",0.7,1
"Male","Kyrgyzstan","istroke",0.7,1
"Female","Laos","hhd",0.7,1
