"","Sex","Location","ex","Time2","intervention"
"42","Both","Albania",41.4853991797863,2030,"Progress_Salt reduction"
"43","Both","Albania",42.9359849393726,2040,"Aspirational_Antihypertensive therapy"
"44","Both","Albania",43.0657065301779,2040,"Aspirational_Both"
"45","Both","Albania",42.0519417010088,2040,"Aspirational_Salt reduction"
"46","Both","Albania",41.8395745166364,2040,"Business as usual"
"47","Both","Albania",42.5811645665058,2040,"Progress_Antihypertensive therapy"
"48","Both","Albania",42.6562811346689,2040,"Progress_Both"
"49","Both","Albania",41.9437137972839,2040,"Progress_Salt reduction"
"50","Both","Albania",43.545447670091,2050,"Aspirational_Antihypertensive therapy"
"51","Both","Albania",43.6482710465139,2050,"Aspirational_Both"
"52","Both","Albania",42.3353477632709,2050,"Aspirational_Salt reduction"
"53","Both","Albania",42.1114508030945,2050,"Business as usual"
"54","Both","Albania",42.9792672763798,2050,"Progress_Antihypertensive therapy"
"55","Both","Albania",43.0538141635873,2050,"Progress_Both"
"56","Both","Albania",42.2233702339489,2050,"Progress_Salt reduction"
"57","Both","Algeria",39.4274269840691,2020,"Aspirational_Antihypertensive therapy"
"58","Both","Algeria",39.4274269840691,2020,"Aspirational_Both"
"59","Both","Algeria",39.4274269840691,2020,"Aspirational_Salt reduction"
"60","Both","Algeria",39.4274269840691,2020,"Business as usual"
"61","Both","Algeria",39.4274269840691,2020,"Progress_Antihypertensive therapy"
"62","Both","Algeria",39.4274269840691,2020,"Progress_Both"
"63","Both","Algeria",39.4274269840691,2020,"Progress_Salt reduction"
"64","Both","Algeria",40.7600525864581,2030,"Aspirational_Antihypertensive therapy"
"65","Both","Algeria",40.8397088098783,2030,"Aspirational_Both"
"66","Both","Algeria",40.4575418723971,2030,"Aspirational_Salt reduction"
"67","Both","Algeria",40.3616410197072,2030,"Business as usual"
"68","Both","Algeria",40.6751014832088,2030,"Progress_Antihypertensive therapy"
"69","Both","Algeria",40.7053147195701,2030,"Progress_Both"
"70","Both","Algeria",40.3968812279766,2030,"Progress_Salt reduction"
"71","Both","Algeria",42.0993697015995,2040,"Aspirational_Antihypertensive therapy"
"72","Both","Algeria",42.1961141463222,2040,"Aspirational_Both"
"73","Both","Algeria",41.2830941586579,2040,"Aspirational_Salt reduction"
"74","Both","Algeria",41.1216276771317,2040,"Business as usual"
"75","Both","Algeria",41.7426842254313,2040,"Progress_Antihypertensive therapy"
"76","Both","Algeria",41.7998781266202,2040,"Progress_Both"
"77","Both","Algeria",41.2002370567818,2040,"Progress_Salt reduction"
"78","Both","Algeria",42.9734611893033,2050,"Aspirational_Antihypertensive therapy"
"79","Both","Algeria",43.0628586019229,2050,"Aspirational_Both"
"80","Both","Algeria",41.9627460327306,2050,"Aspirational_Salt reduction"
"81","Both","Algeria",41.7825417849174,2050,"Business as usual"
"82","Both","Algeria",42.4930129912992,2050,"Progress_Antihypertensive therapy"
"83","Both","Algeria",42.5556784082627,2050,"Progress_Both"
"84","Both","Algeria",41.8725690787378,2050,"Progress_Salt reduction"
"85","Both","All countries",38.2197441812186,2020,"Aspirational_Antihypertensive therapy"
"86","Both","All countries",38.2197441812186,2020,"Aspirational_Both"
"87","Both","All countries",38.2197441812186,2020,"Aspirational_Salt reduction"
"88","Both","All countries",38.2197441812186,2020,"Business as usual"
"89","Both","All countries",38.2197441812186,2020,"Progress_Antihypertensive therapy"
"90","Both","All countries",38.2197441812186,2020,"Progress_Both"
"91","Both","All countries",38.2197441812186,2020,"Progress_Salt reduction"
"92","Both","All countries",39.9402573145568,2030,"Aspirational_Antihypertensive therapy"
"93","Both","All countries",40.0211459449762,2030,"Aspirational_Both"
"94","Both","All countries",39.7112128779379,2030,"Aspirational_Salt reduction"
"95","Both","All countries",39.6106083981948,2030,"Business as usual"
"96","Both","All countries",39.8496163491227,2030,"Progress_Antihypertensive therapy"
"97","Both","All countries",39.8818125984589,2030,"Progress_Both"
"98","Both","All countries",39.6487131583097,2030,"Progress_Salt reduction"
"99","Both","All countries",41.2178728295562,2040,"Aspirational_Antihypertensive therapy"
"100","Both","All countries",41.3137018303347,2040,"Aspirational_Both"
"101","Both","All countries",40.5927347488694,2040,"Aspirational_Salt reduction"
"102","Both","All countries",40.4304121186098,2040,"Business as usual"
"103","Both","All countries",40.9084186430094,2040,"Progress_Antihypertensive therapy"
"104","Both","All countries",40.967407156869,2040,"Progress_Both"
"105","Both","All countries",40.5107307519962,2040,"Progress_Salt reduction"
"106","Both","All countries",42.1011924833217,2050,"Aspirational_Antihypertensive therapy"
"107","Both","All countries",42.1920395452496,2050,"Aspirational_Both"
"108","Both","All countries",41.3001611804155,2050,"Aspirational_Salt reduction"
"109","Both","All countries",41.1183664237467,2050,"Business as usual"
"110","Both","All countries",41.6832089330016,2050,"Progress_Antihypertensive therapy"
"111","Both","All countries",41.748132414469,2050,"Progress_Both"
"112","Both","All countries",41.2107090166814,2050,"Progress_Salt reduction"
"113","Both","Angola",32.5639962138948,2020,"Aspirational_Antihypertensive therapy"
"114","Both","Angola",32.5639962138948,2020,"Aspirational_Both"
"115","Both","Angola",32.5639962138948,2020,"Aspirational_Salt reduction"
"116","Both","Angola",32.5639962138948,2020,"Business as usual"
"117","Both","Angola",32.5639962138948,2020,"Progress_Antihypertensive therapy"
"118","Both","Angola",32.5639962138948,2020,"Progress_Both"
"119","Both","Angola",32.5639962138948,2020,"Progress_Salt reduction"
"120","Both","Angola",34.8553765059462,2030,"Aspirational_Antihypertensive therapy"
"121","Both","Angola",34.926071012636,2030,"Aspirational_Both"
"122","Both","Angola",34.6359647784931,2030,"Aspirational_Salt reduction"
"123","Both","Angola",34.5520775530739,2030,"Business as usual"
"124","Both","Angola",34.8082955293224,2030,"Progress_Antihypertensive therapy"
"125","Both","Angola",34.8350180837916,2030,"Progress_Both"
"126","Both","Angola",34.583262020292,2030,"Progress_Salt reduction"
"127","Both","Angola",37.2746608472932,2040,"Aspirational_Antihypertensive therapy"
"128","Both","Angola",37.3558241383424,2040,"Aspirational_Both"
"129","Both","Angola",36.4426061509526,2040,"Aspirational_Salt reduction"
"130","Both","Angola",36.3026556552331,2040,"Business as usual"
"131","Both","Angola",36.9460091624005,2040,"Progress_Antihypertensive therapy"
"132","Both","Angola",36.994015475943,2040,"Progress_Both"
"133","Both","Angola",36.3709366870833,2040,"Progress_Salt reduction"
"134","Both","Angola",39.2050714800946,2050,"Aspirational_Antihypertensive therapy"
"135","Both","Angola",39.2787252260763,2050,"Aspirational_Both"
"136","Both","Angola",38.0221811239745,2050,"Aspirational_Salt reduction"
"137","Both","Angola",37.8578973915816,2050,"Business as usual"
"138","Both","Angola",38.676548660242,2050,"Progress_Antihypertensive therapy"
"139","Both","Angola",38.7304180390768,2050,"Progress_Both"
"140","Both","Angola",37.940036846416,2050,"Progress_Salt reduction"
"141","Both","Antigua and Barbuda",38.7076742956539,2020,"Aspirational_Antihypertensive therapy"
"142","Both","Antigua and Barbuda",38.7076742956539,2020,"Aspirational_Both"
"143","Both","Antigua and Barbuda",38.7076742956539,2020,"Aspirational_Salt reduction"
"144","Both","Antigua and Barbuda",38.7076742956539,2020,"Business as usual"
"145","Both","Antigua and Barbuda",38.7076742956539,2020,"Progress_Antihypertensive therapy"
"146","Both","Antigua and Barbuda",38.7076742956539,2020,"Progress_Both"
"147","Both","Antigua and Barbuda",38.7076742956539,2020,"Progress_Salt reduction"
"148","Both","Antigua and Barbuda",39.431953265416,2030,"Aspirational_Antihypertensive therapy"
"149","Both","Antigua and Barbuda",39.4707714681385,2030,"Aspirational_Both"
"150","Both","Antigua and Barbuda",39.1694709567256,2030,"Aspirational_Salt reduction"
"151","Both","Antigua and Barbuda",39.1166363598214,2030,"Business as usual"
"152","Both","Antigua and Barbuda",39.3341303968691,2030,"Progress_Antihypertensive therapy"
"153","Both","Antigua and Barbuda",39.3501363106866,2030,"Progress_Both"
"154","Both","Antigua and Barbuda",39.1366347823876,2030,"Progress_Salt reduction"
"155","Both","Antigua and Barbuda",39.9697183444381,2040,"Aspirational_Antihypertensive therapy"
"156","Both","Antigua and Barbuda",40.0131718664156,2040,"Aspirational_Both"
"157","Both","Antigua and Barbuda",39.4444683097479,2040,"Aspirational_Salt reduction"
"158","Both","Antigua and Barbuda",39.361015259327,2040,"Business as usual"
"159","Both","Antigua and Barbuda",39.71521810192,2040,"Progress_Antihypertensive therapy"
"160","Both","Antigua and Barbuda",39.7442894210718,2040,"Progress_Both"
"161","Both","Antigua and Barbuda",39.4022676237492,2040,"Progress_Salt reduction"
"162","Both","Antigua and Barbuda",40.232129077265,2050,"Aspirational_Antihypertensive therapy"
"163","Both","Antigua and Barbuda",40.2731992030725,2050,"Aspirational_Both"
"164","Both","Antigua and Barbuda",39.6362666773037,2050,"Aspirational_Salt reduction"
"165","Both","Antigua and Barbuda",39.5452225396351,2050,"Business as usual"
"166","Both","Antigua and Barbuda",39.9295002793241,2050,"Progress_Antihypertensive therapy"
"167","Both","Antigua and Barbuda",39.9611416351739,2050,"Progress_Both"
"168","Both","Antigua and Barbuda",39.5913686464057,2050,"Progress_Salt reduction"
"169","Both","Argentina",38.169747992673,2020,"Aspirational_Antihypertensive therapy"
"170","Both","Argentina",38.169747992673,2020,"Aspirational_Both"
"171","Both","Argentina",38.169747992673,2020,"Aspirational_Salt reduction"
"172","Both","Argentina",38.169747992673,2020,"Business as usual"
"173","Both","Argentina",38.169747992673,2020,"Progress_Antihypertensive therapy"
"174","Both","Argentina",38.169747992673,2020,"Progress_Both"
"175","Both","Argentina",38.169747992673,2020,"Progress_Salt reduction"
"176","Both","Argentina",39.5834517869098,2030,"Aspirational_Antihypertensive therapy"
"177","Both","Argentina",39.6272711183986,2030,"Aspirational_Both"
"178","Both","Argentina",39.4377420600572,2030,"Aspirational_Salt reduction"
"179","Both","Argentina",39.3825634675903,2030,"Business as usual"
"180","Both","Argentina",39.5413483197869,2030,"Progress_Antihypertensive therapy"
"181","Both","Argentina",39.5582524647524,2030,"Progress_Both"
"182","Both","Argentina",39.4031004765429,2030,"Progress_Salt reduction"
"183","Both","Argentina",40.1148313368022,2040,"Aspirational_Antihypertensive therapy"
"184","Both","Argentina",40.1613257765127,2040,"Aspirational_Both"
"185","Both","Argentina",39.7456247365984,2040,"Aspirational_Salt reduction"
"186","Both","Argentina",39.6605014542834,2040,"Business as usual"
"187","Both","Argentina",39.9511400376716,2040,"Progress_Antihypertensive therapy"
"188","Both","Argentina",39.9798483091272,2040,"Progress_Both"
"189","Both","Argentina",39.702309096881,2040,"Progress_Salt reduction"
"190","Both","Argentina",40.4406611031676,2050,"Aspirational_Antihypertensive therapy"
"191","Both","Argentina",40.4812125296032,2050,"Aspirational_Both"
"192","Both","Argentina",40.0057038699172,2050,"Aspirational_Salt reduction"
"193","Both","Argentina",39.9150480172623,2050,"Business as usual"
"194","Both","Argentina",40.232451820087,2050,"Progress_Antihypertensive therapy"
"195","Both","Argentina",40.2622534462891,2050,"Progress_Both"
"196","Both","Argentina",39.9607222131697,2050,"Progress_Salt reduction"
"197","Both","Armenia",37.0928567687263,2020,"Aspirational_Antihypertensive therapy"
"198","Both","Armenia",37.0928567687263,2020,"Aspirational_Both"
"199","Both","Armenia",37.0928567687263,2020,"Aspirational_Salt reduction"
"200","Both","Armenia",37.0928567687263,2020,"Business as usual"
"201","Both","Armenia",37.0928567687263,2020,"Progress_Antihypertensive therapy"
"202","Both","Armenia",37.0928567687263,2020,"Progress_Both"
"203","Both","Armenia",37.0928567687263,2020,"Progress_Salt reduction"
"204","Both","Armenia",39.5509620027852,2030,"Aspirational_Antihypertensive therapy"
"205","Both","Armenia",39.6217583649392,2030,"Aspirational_Both"
"206","Both","Armenia",39.4050925575404,2030,"Aspirational_Salt reduction"
"207","Both","Armenia",39.3261645353688,2030,"Business as usual"
"208","Both","Armenia",39.5273621660474,2030,"Progress_Antihypertensive therapy"
"209","Both","Armenia",39.553338670655,2030,"Progress_Both"
"210","Both","Armenia",39.3550121553213,2030,"Progress_Salt reduction"
"211","Both","Armenia",41.3793679122431,2040,"Aspirational_Antihypertensive therapy"
"212","Both","Armenia",41.4628669717229,2040,"Aspirational_Both"
"213","Both","Armenia",40.7198516141088,2040,"Aspirational_Salt reduction"
"214","Both","Armenia",40.5931574491843,2040,"Business as usual"
"215","Both","Armenia",41.1393415214978,2040,"Progress_Antihypertensive therapy"
"216","Both","Armenia",41.1849694266621,2040,"Progress_Both"
"217","Both","Armenia",40.6543462809677,2040,"Progress_Salt reduction"
"218","Both","Armenia",42.7299228875166,2050,"Aspirational_Antihypertensive therapy"
"219","Both","Armenia",42.7958336496533,2050,"Aspirational_Both"
"220","Both","Armenia",41.8088368456548,2050,"Aspirational_Salt reduction"
"221","Both","Armenia",41.6758387067066,2050,"Business as usual"
"222","Both","Armenia",42.3293547095522,2050,"Progress_Antihypertensive therapy"
"223","Both","Armenia",42.3744026905606,2050,"Progress_Both"
"224","Both","Armenia",41.7419883872736,2050,"Progress_Salt reduction"
"225","Both","Australia",44.1354715247038,2020,"Aspirational_Antihypertensive therapy"
"226","Both","Australia",44.1354715247038,2020,"Aspirational_Both"
"227","Both","Australia",44.1354715247038,2020,"Aspirational_Salt reduction"
"228","Both","Australia",44.1354715247038,2020,"Business as usual"
"229","Both","Australia",44.1354715247038,2020,"Progress_Antihypertensive therapy"
"230","Both","Australia",44.1354715247038,2020,"Progress_Both"
"231","Both","Australia",44.1354715247038,2020,"Progress_Salt reduction"
"232","Both","Australia",45.1873371939123,2030,"Aspirational_Antihypertensive therapy"
"233","Both","Australia",45.2032263440807,2030,"Aspirational_Both"
"234","Both","Australia",45.0676380306302,2030,"Aspirational_Salt reduction"
"235","Both","Australia",45.0452559262207,2030,"Business as usual"
"236","Both","Australia",45.1388989370512,2030,"Progress_Antihypertensive therapy"
"237","Both","Australia",45.1455183893602,2030,"Progress_Both"
"238","Both","Australia",45.0536437499802,2030,"Progress_Salt reduction"
"239","Both","Australia",46.045928314734,2040,"Aspirational_Antihypertensive therapy"
"240","Both","Australia",46.0641261195045,2040,"Aspirational_Both"
"241","Both","Australia",45.8544817384981,2040,"Aspirational_Salt reduction"
"242","Both","Australia",45.8200248683383,2040,"Business as usual"
"243","Both","Australia",45.948656628116,2040,"Progress_Antihypertensive therapy"
"244","Both","Australia",45.9605623487845,2040,"Progress_Both"
"245","Both","Australia",45.8367929551312,2040,"Progress_Salt reduction"
"246","Both","Australia",46.7604425694397,2050,"Aspirational_Antihypertensive therapy"
"247","Both","Australia",46.7776758165837,2050,"Aspirational_Both"
"248","Both","Australia",46.5666029964536,2050,"Aspirational_Salt reduction"
"249","Both","Australia",46.5305200985142,2050,"Business as usual"
"250","Both","Australia",46.65800224631,2050,"Progress_Antihypertensive therapy"
"251","Both","Australia",46.6705737671348,2050,"Progress_Both"
"252","Both","Australia",46.548576749087,2050,"Progress_Salt reduction"
"253","Both","Austria",42.6680778025822,2020,"Aspirational_Antihypertensive therapy"
"254","Both","Austria",42.6680778025822,2020,"Aspirational_Both"
"255","Both","Austria",42.6680778025822,2020,"Aspirational_Salt reduction"
"256","Both","Austria",42.6680778025822,2020,"Business as usual"
"257","Both","Austria",42.6680778025822,2020,"Progress_Antihypertensive therapy"
"258","Both","Austria",42.6680778025822,2020,"Progress_Both"
"259","Both","Austria",42.6680778025822,2020,"Progress_Salt reduction"
"260","Both","Austria",44.6477312222969,2030,"Aspirational_Antihypertensive therapy"
"261","Both","Austria",44.6791099316693,2030,"Aspirational_Both"
"262","Both","Austria",44.5018831633062,2030,"Aspirational_Salt reduction"
"263","Both","Austria",44.4593193667977,2030,"Business as usual"
"264","Both","Austria",44.575566907664,2030,"Progress_Antihypertensive therapy"
"265","Both","Austria",44.5885390687541,2030,"Progress_Both"
"266","Both","Austria",44.4750727349249,2030,"Progress_Salt reduction"
"267","Both","Austria",45.9216692440674,2040,"Aspirational_Antihypertensive therapy"
"268","Both","Austria",45.9581881625691,2040,"Aspirational_Both"
"269","Both","Austria",45.6511936374805,2040,"Aspirational_Salt reduction"
"270","Both","Austria",45.5830551737178,2040,"Business as usual"
"271","Both","Austria",45.7636230156023,2040,"Progress_Antihypertensive therapy"
"272","Both","Austria",45.7881315364333,2040,"Progress_Both"
"273","Both","Austria",45.6162670447821,2040,"Progress_Salt reduction"
"274","Both","Austria",46.9563704725667,2050,"Aspirational_Antihypertensive therapy"
"275","Both","Austria",46.9909786133914,2050,"Aspirational_Both"
"276","Both","Austria",46.6580256743059,2050,"Aspirational_Salt reduction"
"277","Both","Austria",46.5847643416402,2050,"Business as usual"
"278","Both","Austria",46.7766444325859,2050,"Progress_Antihypertensive therapy"
"279","Both","Austria",46.8030760362967,2050,"Progress_Both"
"280","Both","Austria",46.6214945944216,2050,"Progress_Salt reduction"
"281","Both","Azerbaijan",33.9766419874768,2020,"Aspirational_Antihypertensive therapy"
"282","Both","Azerbaijan",33.9766419874768,2020,"Aspirational_Both"
"283","Both","Azerbaijan",33.9766419874768,2020,"Aspirational_Salt reduction"
"284","Both","Azerbaijan",33.9766419874768,2020,"Business as usual"
"285","Both","Azerbaijan",33.9766419874768,2020,"Progress_Antihypertensive therapy"
"286","Both","Azerbaijan",33.9766419874768,2020,"Progress_Both"
"287","Both","Azerbaijan",33.9766419874768,2020,"Progress_Salt reduction"
"288","Both","Azerbaijan",35.1429911016656,2030,"Aspirational_Antihypertensive therapy"
"289","Both","Azerbaijan",35.2736836553806,2030,"Aspirational_Both"
"290","Both","Azerbaijan",34.8207162029702,2030,"Aspirational_Salt reduction"
"291","Both","Azerbaijan",34.6703793672844,2030,"Business as usual"
"292","Both","Azerbaijan",35.0544412204381,2030,"Progress_Antihypertensive therapy"
"293","Both","Azerbaijan",35.1035793482732,2030,"Progress_Both"
"294","Both","Azerbaijan",34.7260722032048,2030,"Progress_Salt reduction"
"295","Both","Azerbaijan",36.2885047079385,2040,"Aspirational_Antihypertensive therapy"
"296","Both","Azerbaijan",36.4324140011338,2040,"Aspirational_Both"
"297","Both","Azerbaijan",35.2082167910507,2040,"Aspirational_Salt reduction"
"298","Both","Azerbaijan",34.9835002951147,2040,"Business as usual"
"299","Both","Azerbaijan",35.8073270575628,2040,"Progress_Antihypertensive therapy"
"300","Both","Azerbaijan",35.8915310435996,2040,"Progress_Both"
"301","Both","Azerbaijan",35.0933159245047,2040,"Progress_Salt reduction"
"302","Both","Azerbaijan",36.7943748701566,2050,"Aspirational_Antihypertensive therapy"
"303","Both","Azerbaijan",36.9159152590714,2050,"Aspirational_Both"
"304","Both","Azerbaijan",35.4348116451652,2050,"Aspirational_Salt reduction"
"305","Both","Azerbaijan",35.2012814371472,2050,"Business as usual"
"306","Both","Azerbaijan",36.1261752219839,2050,"Progress_Antihypertensive therapy"
"307","Both","Azerbaijan",36.211505170791,2050,"Progress_Both"
"308","Both","Azerbaijan",35.3177880952327,2050,"Progress_Salt reduction"
"309","Both","Bahrain",38.6381593035482,2020,"Aspirational_Antihypertensive therapy"
"310","Both","Bahrain",38.6381593035482,2020,"Aspirational_Both"
"311","Both","Bahrain",38.6381593035482,2020,"Aspirational_Salt reduction"
"312","Both","Bahrain",38.6381593035482,2020,"Business as usual"
"313","Both","Bahrain",38.6381593035482,2020,"Progress_Antihypertensive therapy"
"314","Both","Bahrain",38.6381593035482,2020,"Progress_Both"
"315","Both","Bahrain",38.6381593035482,2020,"Progress_Salt reduction"
"316","Both","Bahrain",41.526760744425,2030,"Aspirational_Antihypertensive therapy"
"317","Both","Bahrain",41.5645785600221,2030,"Aspirational_Both"
"318","Both","Bahrain",41.3526457304464,2030,"Aspirational_Salt reduction"
"319","Both","Bahrain",41.3038638283159,2030,"Business as usual"
"320","Both","Bahrain",41.4615042738798,2030,"Progress_Antihypertensive therapy"
"321","Both","Bahrain",41.4763913017295,2030,"Progress_Both"
"322","Both","Bahrain",41.321891964671,2030,"Progress_Salt reduction"
"323","Both","Bahrain",43.6874859267031,2040,"Aspirational_Antihypertensive therapy"
"324","Both","Bahrain",43.7314573073273,2040,"Aspirational_Both"
"325","Both","Bahrain",43.326574542104,2040,"Aspirational_Salt reduction"
"326","Both","Bahrain",43.2463300076875,2040,"Business as usual"
"327","Both","Bahrain",43.5062565952901,2040,"Progress_Antihypertensive therapy"
"328","Both","Bahrain",43.5341134613826,2040,"Progress_Both"
"329","Both","Bahrain",43.2853690939947,2040,"Progress_Salt reduction"
"330","Both","Bahrain",45.462551769488,2050,"Aspirational_Antihypertensive therapy"
"331","Both","Bahrain",45.5022906261506,2050,"Aspirational_Both"
"332","Both","Bahrain",45.0613355290859,2050,"Aspirational_Salt reduction"
"333","Both","Bahrain",44.9750609263849,2050,"Business as usual"
"334","Both","Bahrain",45.2510882446955,2050,"Progress_Antihypertensive therapy"
"335","Both","Bahrain",45.2806689426807,2050,"Progress_Both"
"336","Both","Bahrain",45.0183440588428,2050,"Progress_Salt reduction"
"337","Both","Bangladesh",38.6813784642496,2020,"Aspirational_Antihypertensive therapy"
"338","Both","Bangladesh",38.6813784642496,2020,"Aspirational_Both"
"339","Both","Bangladesh",38.6813784642496,2020,"Aspirational_Salt reduction"
"340","Both","Bangladesh",38.6813784642496,2020,"Business as usual"
"341","Both","Bangladesh",38.6813784642496,2020,"Progress_Antihypertensive therapy"
"342","Both","Bangladesh",38.6813784642496,2020,"Progress_Both"
"343","Both","Bangladesh",38.6813784642496,2020,"Progress_Salt reduction"
"344","Both","Bangladesh",41.1461159231329,2030,"Aspirational_Antihypertensive therapy"
"345","Both","Bangladesh",41.2838287445377,2030,"Aspirational_Both"
"346","Both","Bangladesh",40.9336239606303,2030,"Aspirational_Salt reduction"
"347","Both","Bangladesh",40.7723462101242,2030,"Business as usual"
"348","Both","Bangladesh",41.0635529730016,2030,"Progress_Antihypertensive therapy"
"349","Both","Bangladesh",41.1171321507163,2030,"Progress_Both"
"350","Both","Bangladesh",40.8338751813231,2030,"Progress_Salt reduction"
"351","Both","Bangladesh",43.2854371930887,2040,"Aspirational_Antihypertensive therapy"
"352","Both","Bangladesh",43.4550645681197,2040,"Aspirational_Both"
"353","Both","Bangladesh",42.7155142273083,2040,"Aspirational_Salt reduction"
"354","Both","Bangladesh",42.4686464573279,2040,"Business as usual"
"355","Both","Bangladesh",42.9632356916662,2040,"Progress_Antihypertensive therapy"
"356","Both","Bangladesh",43.0589835196742,2040,"Progress_Both"
"357","Both","Bangladesh",42.5909829738647,2040,"Progress_Salt reduction"
"358","Both","Bangladesh",44.8696751383159,2050,"Aspirational_Antihypertensive therapy"
"359","Both","Bangladesh",45.0377071287133,2050,"Aspirational_Both"
"360","Both","Bangladesh",44.2110329572715,2050,"Aspirational_Salt reduction"
"361","Both","Bangladesh",43.9419854451961,2050,"Business as usual"
"362","Both","Bangladesh",44.4777675143719,2050,"Progress_Antihypertensive therapy"
"363","Both","Bangladesh",44.5816443044487,2050,"Progress_Both"
"364","Both","Bangladesh",44.0785943401562,2050,"Progress_Salt reduction"
"365","Both","Barbados",39.4452069071558,2020,"Aspirational_Antihypertensive therapy"
"366","Both","Barbados",39.4452069071558,2020,"Aspirational_Both"
"367","Both","Barbados",39.4452069071558,2020,"Aspirational_Salt reduction"
"368","Both","Barbados",39.4452069071558,2020,"Business as usual"
"369","Both","Barbados",39.4452069071558,2020,"Progress_Antihypertensive therapy"
"370","Both","Barbados",39.4452069071558,2020,"Progress_Both"
"371","Both","Barbados",39.4452069071558,2020,"Progress_Salt reduction"
"372","Both","Barbados",39.6487552623232,2030,"Aspirational_Antihypertensive therapy"
"373","Both","Barbados",39.6743214591635,2030,"Aspirational_Both"
"374","Both","Barbados",39.4067935209463,2030,"Aspirational_Salt reduction"
"375","Both","Barbados",39.3701342288331,2030,"Business as usual"
"376","Both","Barbados",39.5178016295061,2030,"Progress_Antihypertensive therapy"
"377","Both","Barbados",39.5297555456996,2030,"Progress_Both"
"378","Both","Barbados",39.3846152685284,2030,"Progress_Salt reduction"
"379","Both","Barbados",39.8083716936112,2040,"Aspirational_Antihypertensive therapy"
"380","Both","Barbados",39.8422156382298,2040,"Aspirational_Both"
"381","Both","Barbados",39.381823829385,2040,"Aspirational_Salt reduction"
"382","Both","Barbados",39.3189604873579,2040,"Business as usual"
"383","Both","Barbados",39.5456061040504,2040,"Progress_Antihypertensive therapy"
"384","Both","Barbados",39.5707361005805,2040,"Progress_Both"
"385","Both","Barbados",39.3513770720081,2040,"Progress_Salt reduction"
"386","Both","Barbados",39.8207718649428,2050,"Aspirational_Antihypertensive therapy"
"387","Both","Barbados",39.8562040948431,2050,"Aspirational_Both"
"388","Both","Barbados",39.3361273891384,2050,"Aspirational_Salt reduction"
"389","Both","Barbados",39.2644981707346,2050,"Business as usual"
"390","Both","Barbados",39.5138866126865,2050,"Progress_Antihypertensive therapy"
"391","Both","Barbados",39.5431777015036,2050,"Progress_Both"
