"","location","wb2021","year","Scenario","x50q30"
"56","Afghanistan","LIC",2029,"Progress_Salt reduction",0.477956654747991
"57","Afghanistan","LIC",2030,"Aspirational_Antihypertensive therapy",0.449527157372478
"58","Afghanistan","LIC",2030,"Aspirational",0.441856353877681
"59","Afghanistan","LIC",2030,"Aspirational_Salt reduction",0.472313872880303
"60","Afghanistan","LIC",2030,"Business as usual",0.481387133514806
"61","Afghanistan","LIC",2030,"Progress_Antihypertensive therapy",0.455539396759639
"62","Afghanistan","LIC",2030,"Progress",0.452658298198091
"63","Afghanistan","LIC",2030,"Progress_Salt reduction",0.478049154596757
"64","Afghanistan","LIC",2031,"Aspirational_Antihypertensive therapy",0.441297012952509
"65","Afghanistan","LIC",2031,"Aspirational",0.433037032719012
"66","Afghanistan","LIC",2031,"Aspirational_Salt reduction",0.468929660944895
"67","Afghanistan","LIC",2031,"Business as usual",0.478984430902056
"68","Afghanistan","LIC",2031,"Progress_Antihypertensive therapy",0.449275284444601
"69","Afghanistan","LIC",2031,"Progress",0.44586384788319
"70","Afghanistan","LIC",2031,"Progress_Salt reduction",0.474937653831081
"71","Afghanistan","LIC",2032,"Aspirational_Antihypertensive therapy",0.432372272876139
"72","Afghanistan","LIC",2032,"Aspirational",0.423721426089217
"73","Afghanistan","LIC",2032,"Aspirational_Salt reduction",0.465032323656077
"74","Afghanistan","LIC",2032,"Business as usual",0.4758899988156
"75","Afghanistan","LIC",2032,"Progress_Antihypertensive therapy",0.442556127822094
"76","Afghanistan","LIC",2032,"Progress",0.438744084978739
"77","Afghanistan","LIC",2032,"Progress_Salt reduction",0.471272651688374
"78","Afghanistan","LIC",2033,"Aspirational_Antihypertensive therapy",0.423663203444205
"79","Afghanistan","LIC",2033,"Aspirational",0.414772096871441
"80","Afghanistan","LIC",2033,"Aspirational_Salt reduction",0.461384628220004
"81","Afghanistan","LIC",2033,"Business as usual",0.472907891393257
"82","Afghanistan","LIC",2033,"Progress_Antihypertensive therapy",0.436231050184442
"83","Afghanistan","LIC",2033,"Progress",0.432113942505443
"84","Afghanistan","LIC",2033,"Progress_Salt reduction",0.467823333537284
"85","Afghanistan","LIC",2034,"Aspirational_Antihypertensive therapy",0.415612298062801
"86","Afghanistan","LIC",2034,"Aspirational",0.406592207171097
"87","Afghanistan","LIC",2034,"Aspirational_Salt reduction",0.458307891844924
"88","Afghanistan","LIC",2034,"Business as usual",0.470392374159232
"89","Afghanistan","LIC",2034,"Progress_Antihypertensive therapy",0.430672540063364
"90","Afghanistan","LIC",2034,"Progress",0.426320001012185
"91","Afghanistan","LIC",2034,"Progress_Salt reduction",0.46491836346959
"92","Afghanistan","LIC",2035,"Aspirational_Antihypertensive therapy",0.407660067199003
"93","Afghanistan","LIC",2035,"Aspirational",0.398603167245618
"94","Afghanistan","LIC",2035,"Aspirational_Salt reduction",0.455088307125847
"95","Afghanistan","LIC",2035,"Business as usual",0.467640131623178
"96","Afghanistan","LIC",2035,"Progress_Antihypertensive therapy",0.425227704595753
"97","Afghanistan","LIC",2035,"Progress",0.420695834495275
"98","Afghanistan","LIC",2035,"Progress_Salt reduction",0.461842311222073
"99","Afghanistan","LIC",2036,"Aspirational_Antihypertensive therapy",0.399336111488775
"100","Afghanistan","LIC",2036,"Aspirational",0.390321641727955
"101","Afghanistan","LIC",2036,"Aspirational_Salt reduction",0.451111339518837
"102","Afghanistan","LIC",2036,"Business as usual",0.464039738372121
"103","Afghanistan","LIC",2036,"Progress_Antihypertensive therapy",0.419328664613729
"104","Afghanistan","LIC",2036,"Progress",0.414665435527825
"105","Afghanistan","LIC",2036,"Progress_Salt reduction",0.457977348974894
"106","Afghanistan","LIC",2037,"Aspirational_Antihypertensive therapy",0.391288916993234
"107","Afghanistan","LIC",2037,"Aspirational",0.382368830576464
"108","Afghanistan","LIC",2037,"Aspirational_Salt reduction",0.447005454153684
"109","Afghanistan","LIC",2037,"Business as usual",0.460242003674854
"110","Afghanistan","LIC",2037,"Progress_Antihypertensive therapy",0.41357515686526
"111","Afghanistan","LIC",2037,"Progress",0.408814757529464
"112","Afghanistan","LIC",2037,"Progress_Salt reduction",0.453960510123523
"113","Afghanistan","LIC",2038,"Aspirational_Antihypertensive therapy",0.38459285147848
"114","Afghanistan","LIC",2038,"Aspirational",0.375787482264919
"115","Afghanistan","LIC",2038,"Aspirational_Salt reduction",0.443928987674191
"116","Afghanistan","LIC",2038,"Business as usual",0.457436857949053
"117","Afghanistan","LIC",2038,"Progress_Antihypertensive therapy",0.409044346804099
"118","Afghanistan","LIC",2038,"Progress",0.404205073641171
"119","Afghanistan","LIC",2038,"Progress_Salt reduction",0.450964478771376
"120","Afghanistan","LIC",2039,"Aspirational_Antihypertensive therapy",0.379243669016379
"121","Afghanistan","LIC",2039,"Aspirational",0.370563417175761
"122","Afghanistan","LIC",2039,"Aspirational_Salt reduction",0.441873798159182
"123","Afghanistan","LIC",2039,"Business as usual",0.45562217650119
"124","Afghanistan","LIC",2039,"Progress_Antihypertensive therapy",0.405710768181258
"125","Afghanistan","LIC",2039,"Progress",0.400805954698711
"126","Afghanistan","LIC",2039,"Progress_Salt reduction",0.448982336614077
"127","Afghanistan","LIC",2040,"Aspirational_Antihypertensive therapy",0.374299450460261
"128","Afghanistan","LIC",2040,"Aspirational",0.3657619781245
"129","Afghanistan","LIC",2040,"Aspirational_Salt reduction",0.439786683654835
"130","Afghanistan","LIC",2040,"Business as usual",0.453729229986382
"131","Afghanistan","LIC",2040,"Progress_Antihypertensive therapy",0.40256971618496
"132","Afghanistan","LIC",2040,"Progress",0.397617045665616
"133","Afghanistan","LIC",2040,"Progress_Salt reduction",0.446951219654675
"134","Afghanistan","LIC",2041,"Aspirational_Antihypertensive therapy",0.369109144633397
"135","Afghanistan","LIC",2041,"Aspirational",0.360734691565359
"136","Afghanistan","LIC",2041,"Aspirational_Salt reduction",0.436957034119713
"137","Afghanistan","LIC",2041,"Business as usual",0.451039390575842
"138","Afghanistan","LIC",2041,"Progress_Antihypertensive therapy",0.398928549589254
"139","Afghanistan","LIC",2041,"Progress",0.393947857193953
"140","Afghanistan","LIC",2041,"Progress_Salt reduction",0.444155156071037
"141","Afghanistan","LIC",2042,"Aspirational_Antihypertensive therapy",0.364059245298608
"142","Afghanistan","LIC",2042,"Aspirational",0.355852634975638
"143","Afghanistan","LIC",2042,"Aspirational_Salt reduction",0.4338940933736
"144","Afghanistan","LIC",2042,"Business as usual",0.448082397185712
"145","Afghanistan","LIC",2042,"Progress_Antihypertensive therapy",0.395216118858431
"146","Afghanistan","LIC",2042,"Progress",0.390219002829797
"147","Afghanistan","LIC",2042,"Progress_Salt reduction",0.441113198706546
"148","Afghanistan","LIC",2043,"Aspirational_Antihypertensive therapy",0.359997396794272
"149","Afghanistan","LIC",2043,"Aspirational",0.351942490730127
"150","Afghanistan","LIC",2043,"Aspirational_Salt reduction",0.43165633633467
"151","Afghanistan","LIC",2043,"Business as usual",0.445948231636995
"152","Afghanistan","LIC",2043,"Progress_Antihypertensive therapy",0.392371588155629
"153","Afghanistan","LIC",2043,"Progress",0.387357639635667
"154","Afghanistan","LIC",2043,"Progress_Salt reduction",0.43889975679655
"155","Afghanistan","LIC",2044,"Aspirational_Antihypertensive therapy",0.356935139257513
"156","Afghanistan","LIC",2044,"Aspirational",0.349012915149355
"157","Afghanistan","LIC",2044,"Aspirational_Salt reduction",0.430317562765804
"158","Afghanistan","LIC",2044,"Business as usual",0.44471586321135
"159","Afghanistan","LIC",2044,"Progress_Antihypertensive therapy",0.390438035523855
"160","Afghanistan","LIC",2044,"Progress",0.385404750116223
"161","Afghanistan","LIC",2044,"Progress_Salt reduction",0.437590822348518
"162","Afghanistan","LIC",2045,"Aspirational_Antihypertensive therapy",0.354061262577187
"163","Afghanistan","LIC",2045,"Aspirational",0.346266260677586
"164","Afghanistan","LIC",2045,"Aspirational_Salt reduction",0.428939853757721
"165","Afghanistan","LIC",2045,"Business as usual",0.44342508157784
"166","Afghanistan","LIC",2045,"Progress_Antihypertensive therapy",0.388550667543184
"167","Afghanistan","LIC",2045,"Progress",0.383503698387102
"168","Afghanistan","LIC",2045,"Progress_Salt reduction",0.436236568233407
"169","Afghanistan","LIC",2046,"Aspirational_Antihypertensive therapy",0.350875550570892
"170","Afghanistan","LIC",2046,"Aspirational",0.343209694976665
"171","Afghanistan","LIC",2046,"Aspirational_Salt reduction",0.426931638148211
"172","Afghanistan","LIC",2046,"Business as usual",0.441471004206471
"173","Afghanistan","LIC",2046,"Progress_Antihypertensive therapy",0.386169691208384
"174","Afghanistan","LIC",2046,"Progress",0.381119443109791
"175","Afghanistan","LIC",2046,"Progress_Salt reduction",0.434238089144114
"176","Afghanistan","LIC",2047,"Aspirational_Antihypertensive therapy",0.347710816633546
"177","Afghanistan","LIC",2047,"Aspirational",0.340168334890737
"178","Afghanistan","LIC",2047,"Aspirational_Salt reduction",0.42470686763524
"179","Afghanistan","LIC",2047,"Business as usual",0.439281023243488
"180","Afghanistan","LIC",2047,"Progress_Antihypertensive therapy",0.383668262065617
"181","Afghanistan","LIC",2047,"Progress",0.378620126772018
"182","Afghanistan","LIC",2047,"Progress_Salt reduction",0.432015782340201
"183","Afghanistan","LIC",2048,"Aspirational_Antihypertensive therapy",0.345143459631463
"184","Afghanistan","LIC",2048,"Aspirational",0.337708148373958
"185","Afghanistan","LIC",2048,"Aspirational_Salt reduction",0.422985667388423
"186","Afghanistan","LIC",2048,"Business as usual",0.437595416515651
"187","Afghanistan","LIC",2048,"Progress_Antihypertensive therapy",0.381693853436871
"188","Afghanistan","LIC",2048,"Progress",0.376645722947455
"189","Afghanistan","LIC",2048,"Progress_Salt reduction",0.430299615332269
"190","Afghanistan","LIC",2049,"Aspirational_Antihypertensive therapy",0.343113335764869
"191","Afghanistan","LIC",2049,"Aspirational",0.335770764692229
"192","Afghanistan","LIC",2049,"Aspirational_Salt reduction",0.421721822328646
"193","Afghanistan","LIC",2049,"Business as usual",0.436367295091216
"194","Afghanistan","LIC",2049,"Progress_Antihypertensive therapy",0.380196165058209
"195","Afghanistan","LIC",2049,"Progress",0.375146206778583
"196","Afghanistan","LIC",2049,"Progress_Salt reduction",0.429042647150924
"197","Afghanistan","LIC",2050,"Aspirational_Antihypertensive therapy",0.34090575021563
"198","Afghanistan","LIC",2050,"Aspirational",0.333654323324293
"199","Afghanistan","LIC",2050,"Aspirational_Salt reduction",0.420070547380018
"200","Afghanistan","LIC",2050,"Business as usual",0.434730539937923
"201","Afghanistan","LIC",2050,"Progress_Antihypertensive therapy",0.378399859511002
"202","Afghanistan","LIC",2050,"Progress",0.37335423503488
"203","Afghanistan","LIC",2050,"Progress_Salt reduction",0.427388951332246
"204","Albania","UMIC",2022,"Aspirational_Antihypertensive therapy",0.221602564214397
"205","Albania","UMIC",2022,"Aspirational",0.221602564214397
"206","Albania","UMIC",2022,"Aspirational_Salt reduction",0.221602564214397
"207","Albania","UMIC",2022,"Business as usual",0.221602564214397
"208","Albania","UMIC",2022,"Progress_Antihypertensive therapy",0.221602564214397
"209","Albania","UMIC",2022,"Progress",0.221602564214397
"210","Albania","UMIC",2022,"Progress_Salt reduction",0.221602564214397
"211","Albania","UMIC",2023,"Aspirational_Antihypertensive therapy",0.217964756746947
"212","Albania","UMIC",2023,"Aspirational",0.217964756746947
"213","Albania","UMIC",2023,"Aspirational_Salt reduction",0.218826259847872
"214","Albania","UMIC",2023,"Business as usual",0.218826259847872
"215","Albania","UMIC",2023,"Progress_Antihypertensive therapy",0.217960196730241
"216","Albania","UMIC",2023,"Progress",0.217960196730241
"217","Albania","UMIC",2023,"Progress_Salt reduction",0.218826259847872
"218","Albania","UMIC",2024,"Aspirational_Antihypertensive therapy",0.21465256354062
"219","Albania","UMIC",2024,"Aspirational",0.213914122798006
"220","Albania","UMIC",2024,"Aspirational_Salt reduction",0.21583130863232
"221","Albania","UMIC",2024,"Business as usual",0.216587557815298
"222","Albania","UMIC",2024,"Progress_Antihypertensive therapy",0.21466163560132
"223","Albania","UMIC",2024,"Progress",0.214430153066282
"224","Albania","UMIC",2024,"Progress_Salt reduction",0.216350493597322
"225","Albania","UMIC",2025,"Aspirational_Antihypertensive therapy",0.21181760399969
"226","Albania","UMIC",2025,"Aspirational",0.210111196566134
"227","Albania","UMIC",2025,"Aspirational_Salt reduction",0.213317141538508
"228","Albania","UMIC",2025,"Business as usual",0.215092671119533
"229","Albania","UMIC",2025,"Progress_Antihypertensive therapy",0.211871897947892
"230","Albania","UMIC",2025,"Progress",0.211335423143172
"231","Albania","UMIC",2025,"Progress_Salt reduction",0.214534690032974
"232","Albania","UMIC",2026,"Aspirational_Antihypertensive therapy",0.207689976951415
"233","Albania","UMIC",2026,"Aspirational",0.204923763055629
"234","Albania","UMIC",2026,"Aspirational_Salt reduction",0.209645385955296
"235","Albania","UMIC",2026,"Business as usual",0.21257728058927
"236","Albania","UMIC",2026,"Progress_Antihypertensive therapy",0.207839222285761
"237","Albania","UMIC",2026,"Progress",0.206966570885621
"238","Albania","UMIC",2026,"Progress_Salt reduction",0.211653561808023
"239","Albania","UMIC",2027,"Aspirational_Antihypertensive therapy",0.203583044394685
"240","Albania","UMIC",2027,"Aspirational",0.199709313706874
"241","Albania","UMIC",2027,"Aspirational_Salt reduction",0.206192263778393
"242","Albania","UMIC",2027,"Business as usual",0.210387877135921
"243","Albania","UMIC",2027,"Progress_Antihypertensive therapy",0.203900525239701
"244","Albania","UMIC",2027,"Progress",0.20267335442049
"245","Albania","UMIC",2027,"Progress_Salt reduction",0.209062631560714
"246","Albania","UMIC",2028,"Aspirational_Antihypertensive therapy",0.199401011481016
"247","Albania","UMIC",2028,"Aspirational",0.19441157938133
"248","Albania","UMIC",2028,"Aspirational_Salt reduction",0.202896735144765
"249","Albania","UMIC",2028,"Business as usual",0.208438674325156
"250","Albania","UMIC",2028,"Progress_Antihypertensive therapy",0.199987760110277
"251","Albania","UMIC",2028,"Progress",0.198398789508759
"252","Albania","UMIC",2028,"Progress_Salt reduction",0.206683662490611
"253","Albania","UMIC",2029,"Aspirational_Antihypertensive therapy",0.195155672109089
"254","Albania","UMIC",2029,"Aspirational",0.189621344588174
"255","Albania","UMIC",2029,"Aspirational_Salt reduction",0.200454644928978
"256","Albania","UMIC",2029,"Business as usual",0.206742957834501
"257","Albania","UMIC",2029,"Progress_Antihypertensive therapy",0.19614301406392
"258","Albania","UMIC",2029,"Progress",0.194192021935314
"259","Albania","UMIC",2029,"Progress_Salt reduction",0.204533866833231
"260","Albania","UMIC",2030,"Aspirational_Antihypertensive therapy",0.191103788715775
"261","Albania","UMIC",2030,"Aspirational",0.185241802710573
"262","Albania","UMIC",2030,"Aspirational_Salt reduction",0.198706897512108
"263","Albania","UMIC",2030,"Business as usual",0.205551142911683
"264","Albania","UMIC",2030,"Progress_Antihypertensive therapy",0.192653149143143
"265","Albania","UMIC",2030,"Progress",0.190344239859543
"266","Albania","UMIC",2030,"Progress_Salt reduction",0.202865690801991
"267","Albania","UMIC",2031,"Aspirational_Antihypertensive therapy",0.186295536545011
"268","Albania","UMIC",2031,"Aspirational",0.180258153509739
"269","Albania","UMIC",2031,"Aspirational_Salt reduction",0.196552921158329
"270","Albania","UMIC",2031,"Business as usual",0.20382550164682
"271","Albania","UMIC",2031,"Progress_Antihypertensive therapy",0.188585272861226
"272","Albania","UMIC",2031,"Progress",0.185937678287583
"273","Albania","UMIC",2031,"Progress_Salt reduction",0.200657076873094
"274","Albania","UMIC",2032,"Aspirational_Antihypertensive therapy",0.181459634652922
"275","Albania","UMIC",2032,"Aspirational",0.175341935521659
"276","Albania","UMIC",2032,"Aspirational_Salt reduction",0.194646024457538
"277","Albania","UMIC",2032,"Business as usual",0.202274968520421
"278","Albania","UMIC",2032,"Progress_Antihypertensive therapy",0.184682191697719
"279","Albania","UMIC",2032,"Progress",0.181859029641048
"280","Albania","UMIC",2032,"Progress_Salt reduction",0.198817134004995
"281","Albania","UMIC",2033,"Aspirational_Antihypertensive therapy",0.176726704210074
"282","Albania","UMIC",2033,"Aspirational",0.170599070362675
"283","Albania","UMIC",2033,"Aspirational_Salt reduction",0.193039883177971
"284","Albania","UMIC",2033,"Business as usual",0.200973700207169
"285","Albania","UMIC",2033,"Progress_Antihypertensive therapy",0.181072798938794
"286","Albania","UMIC",2033,"Progress",0.178142392428072
"287","Albania","UMIC",2033,"Progress_Salt reduction",0.197296323114842
"288","Albania","UMIC",2034,"Aspirational_Antihypertensive therapy",0.172145269149222
"289","Albania","UMIC",2034,"Aspirational",0.16606207085998
"290","Albania","UMIC",2034,"Aspirational_Salt reduction",0.191699181615125
"291","Albania","UMIC",2034,"Business as usual",0.199896733506739
"292","Albania","UMIC",2034,"Progress_Antihypertensive therapy",0.177786757213833
"293","Albania","UMIC",2034,"Progress",0.174787339808978
"294","Albania","UMIC",2034,"Progress_Salt reduction",0.196039342725691
"295","Albania","UMIC",2035,"Aspirational_Antihypertensive therapy",0.16773968079534
"296","Albania","UMIC",2035,"Aspirational",0.161743176248841
"297","Albania","UMIC",2035,"Aspirational_Salt reduction",0.190558830042923
"298","Albania","UMIC",2035,"Business as usual",0.198984462098868
"299","Albania","UMIC",2035,"Progress_Antihypertensive therapy",0.174812978865691
"300","Albania","UMIC",2035,"Progress",0.171769348869131
"301","Albania","UMIC",2035,"Progress_Salt reduction",0.194975252201601
"302","Albania","UMIC",2036,"Aspirational_Antihypertensive therapy",0.163437384479345
"303","Albania","UMIC",2036,"Aspirational",0.157559466644031
"304","Albania","UMIC",2036,"Aspirational_Salt reduction",0.189452973531961
"305","Albania","UMIC",2036,"Business as usual",0.198074542468728
"306","Albania","UMIC",2036,"Progress_Antihypertensive therapy",0.172029256951126
"307","Albania","UMIC",2036,"Progress",0.168958618910026
"308","Albania","UMIC",2036,"Progress_Salt reduction",0.193936147773157
"309","Albania","UMIC",2037,"Aspirational_Antihypertensive therapy",0.159279401934134
"310","Albania","UMIC",2037,"Aspirational",0.15354304448735
"311","Albania","UMIC",2037,"Aspirational_Salt reduction",0.188344774224633
"312","Albania","UMIC",2037,"Business as usual",0.197132324277947
"313","Albania","UMIC",2037,"Progress_Antihypertensive therapy",0.169422275639527
"314","Albania","UMIC",2037,"Progress",0.166337075447599
"315","Albania","UMIC",2037,"Progress_Salt reduction",0.192884293093689
"316","Albania","UMIC",2038,"Aspirational_Antihypertensive therapy",0.155391459152397
"317","Albania","UMIC",2038,"Aspirational",0.149809152878705
"318","Albania","UMIC",2038,"Aspirational_Salt reduction",0.187312361072873
"319","Albania","UMIC",2038,"Business as usual",0.196241792613118
"320","Albania","UMIC",2038,"Progress_Antihypertensive therapy",0.167070109354373
"321","Albania","UMIC",2038,"Progress",0.163978151652852
"322","Albania","UMIC",2038,"Progress_Salt reduction",0.191899710345889
"323","Albania","UMIC",2039,"Aspirational_Antihypertensive therapy",0.151791533516318
"324","Albania","UMIC",2039,"Aspirational",0.146369846913889
"325","Albania","UMIC",2039,"Aspirational_Salt reduction",0.186331208602023
"326","Albania","UMIC",2039,"Business as usual",0.195379624949553
"327","Albania","UMIC",2039,"Progress_Antihypertensive therapy",0.164946057052302
"328","Albania","UMIC",2039,"Progress",0.161853152482889
"329","Albania","UMIC",2039,"Progress_Salt reduction",0.190957735860714
"330","Albania","UMIC",2040,"Aspirational_Antihypertensive therapy",0.148485233537547
"331","Albania","UMIC",2040,"Aspirational",0.143226304023868
"332","Albania","UMIC",2040,"Aspirational_Salt reduction",0.185379373551566
"333","Albania","UMIC",2040,"Business as usual",0.194524693905656
"334","Albania","UMIC",2040,"Progress_Antihypertensive therapy",0.163020525236779
"335","Albania","UMIC",2040,"Progress",0.159931224549184
"336","Albania","UMIC",2040,"Progress_Salt reduction",0.190036274207679
"337","Albania","UMIC",2041,"Aspirational_Antihypertensive therapy",0.145385178172783
"338","Albania","UMIC",2041,"Aspirational",0.140288324237079
"339","Albania","UMIC",2041,"Aspirational_Salt reduction",0.184349966638432
"340","Albania","UMIC",2041,"Business as usual",0.193570222770239
"341","Albania","UMIC",2041,"Progress_Antihypertensive therapy",0.161178735839372
"342","Albania","UMIC",2041,"Progress",0.158097048447764
"343","Albania","UMIC",2041,"Progress_Salt reduction",0.189028081877316
"344","Albania","UMIC",2042,"Aspirational_Antihypertensive therapy",0.142491122496617
"345","Albania","UMIC",2042,"Aspirational",0.137553144599379
"346","Albania","UMIC",2042,"Aspirational_Salt reduction",0.183247255715129
"347","Albania","UMIC",2042,"Business as usual",0.192521722418035
"348","Albania","UMIC",2042,"Progress_Antihypertensive therapy",0.159407967643404
"349","Albania","UMIC",2042,"Progress",0.156337334535984
"350","Albania","UMIC",2042,"Progress_Salt reduction",0.187937815708827
"351","Albania","UMIC",2043,"Aspirational_Antihypertensive therapy",0.139924991623177
"352","Albania","UMIC",2043,"Aspirational",0.135136264761624
"353","Albania","UMIC",2043,"Aspirational_Salt reduction",0.182243207226306
"354","Albania","UMIC",2043,"Business as usual",0.191561105714014
"355","Albania","UMIC",2043,"Progress_Antihypertensive therapy",0.157842636711503
"356","Albania","UMIC",2043,"Progress",0.15478328784438
"357","Albania","UMIC",2043,"Progress_Salt reduction",0.186942424929773
"358","Albania","UMIC",2044,"Aspirational_Antihypertensive therapy",0.137719369668929
"359","Albania","UMIC",2044,"Aspirational",0.133067441901812
"360","Albania","UMIC",2044,"Aspirational_Salt reduction",0.181408187602383
"361","Albania","UMIC",2044,"Business as usual",0.190764046004884
"362","Albania","UMIC",2044,"Progress_Antihypertensive therapy",0.156527990174342
"363","Albania","UMIC",2044,"Progress",0.153478657928761
"364","Albania","UMIC",2044,"Progress_Salt reduction",0.186114888713217
"365","Albania","UMIC",2045,"Aspirational_Antihypertensive therapy",0.13582584702915
"366","Albania","UMIC",2045,"Aspirational",0.131298767206865
"367","Albania","UMIC",2045,"Aspirational_Salt reduction",0.180710326138179
"368","Albania","UMIC",2045,"Business as usual",0.190098551104959
"369","Albania","UMIC",2045,"Progress_Antihypertensive therapy",0.155421865003872
"370","Albania","UMIC",2045,"Progress",0.152381634700779
"371","Albania","UMIC",2045,"Progress_Salt reduction",0.185423222614404
"372","Albania","UMIC",2046,"Aspirational_Antihypertensive therapy",0.134090973074672
"373","Albania","UMIC",2046,"Aspirational",0.12967944119668
"374","Albania","UMIC",2046,"Aspirational_Salt reduction",0.17999068779731
"375","Albania","UMIC",2046,"Business as usual",0.189401732038624
"376","Albania","UMIC",2046,"Progress_Antihypertensive therapy",0.154368410226272
"377","Albania","UMIC",2046,"Progress",0.151337990095676
"378","Albania","UMIC",2046,"Progress_Salt reduction",0.184706390159065
"379","Albania","UMIC",2047,"Aspirational_Antihypertensive therapy",0.132473796310272
"380","Albania","UMIC",2047,"Aspirational",0.12816943871816
"381","Albania","UMIC",2047,"Aspirational_Salt reduction",0.179219566577947
"382","Albania","UMIC",2047,"Business as usual",0.188643274742672
"383","Albania","UMIC",2047,"Progress_Antihypertensive therapy",0.153333082799251
"384","Albania","UMIC",2047,"Progress",0.150313643052874
"385","Albania","UMIC",2047,"Progress_Salt reduction",0.183934263306719
"386","Albania","UMIC",2048,"Aspirational_Antihypertensive therapy",0.13108155436492
"387","Albania","UMIC",2048,"Aspirational",0.126872543280189
"388","Albania","UMIC",2048,"Aspirational_Salt reduction",0.178562627666144
"389","Albania","UMIC",2048,"Business as usual",0.18799783500642
"390","Albania","UMIC",2048,"Progress_Antihypertensive therapy",0.152451892188782
"391","Albania","UMIC",2048,"Progress",0.149441763324934
"392","Albania","UMIC",2048,"Progress_Salt reduction",0.183276785784851
"393","Albania","UMIC",2049,"Aspirational_Antihypertensive therapy",0.129964714744563
"394","Albania","UMIC",2049,"Aspirational",0.125837821603475
"395","Albania","UMIC",2049,"Aspirational_Salt reduction",0.178114240527642
