"","wb2021","year","intervention","x50q30"
"95","HIC",2030,"Business as usual",0.0733918880203814
"96","HIC",2030,"Progress_Antihypertensive therapy",0.0708797948098778
"97","HIC",2030,"Progress_Both",0.0703746706062368
"98","HIC",2030,"Progress_Salt reduction",0.072832118687028
"99","HIC",2031,"Aspirational_Antihypertensive therapy",0.0660144708360878
"100","HIC",2031,"Aspirational_Both",0.0647332425516876
"101","HIC",2031,"Aspirational_Salt reduction",0.0709269965890134
"102","HIC",2031,"Business as usual",0.0726445217202516
"103","HIC",2031,"Progress_Antihypertensive therapy",0.0699222830559005
"104","HIC",2031,"Progress_Both",0.0693082294953649
"105","HIC",2031,"Progress_Salt reduction",0.0719578964640156
"106","HIC",2032,"Aspirational_Antihypertensive therapy",0.0647958552194516
"107","HIC",2032,"Aspirational_Both",0.0634225563661114
"108","HIC",2032,"Aspirational_Salt reduction",0.0700779315762965
"109","HIC",2032,"Business as usual",0.0719645505441467
"110","HIC",2032,"Progress_Antihypertensive therapy",0.0690529692662027
"111","HIC",2032,"Progress_Both",0.0683462377729096
"112","HIC",2032,"Progress_Salt reduction",0.0711685523622874
"113","HIC",2033,"Aspirational_Antihypertensive therapy",0.0636194022677234
"114","HIC",2033,"Aspirational_Both",0.0621734718150322
"115","HIC",2033,"Aspirational_Salt reduction",0.0692274789698057
"116","HIC",2033,"Business as usual",0.071259050840767
"117","HIC",2033,"Progress_Antihypertensive therapy",0.068185401325508
"118","HIC",2033,"Progress_Both",0.067400172285941
"119","HIC",2033,"Progress_Salt reduction",0.0703693028505465
"120","HIC",2034,"Aspirational_Antihypertensive therapy",0.0625431470365559
"121","HIC",2034,"Aspirational_Both",0.061039476234144
"122","HIC",2034,"Aspirational_Salt reduction",0.0684416540163219
"123","HIC",2034,"Business as usual",0.0705986527331069
"124","HIC",2034,"Progress_Antihypertensive therapy",0.0673819889950547
"125","HIC",2034,"Progress_Both",0.066529768405179
"126","HIC",2034,"Progress_Salt reduction",0.0696278742885531
"127","HIC",2035,"Aspirational_Antihypertensive therapy",0.0614583220707973
"128","HIC",2035,"Aspirational_Both",0.059911817506509
"129","HIC",2035,"Aspirational_Salt reduction",0.0676033148855687
"130","HIC",2035,"Business as usual",0.0698643491181791
"131","HIC",2035,"Progress_Antihypertensive therapy",0.0665257371979542
"132","HIC",2035,"Progress_Both",0.0656180884276437
"133","HIC",2035,"Progress_Salt reduction",0.068825441121844
"134","HIC",2036,"Aspirational_Antihypertensive therapy",0.0605018664933863
"135","HIC",2036,"Aspirational_Both",0.0589200254459017
"136","HIC",2036,"Aspirational_Salt reduction",0.0668631350841475
"137","HIC",2036,"Business as usual",0.0692162804428471
"138","HIC",2036,"Progress_Antihypertensive therapy",0.0657700199574505
"139","HIC",2036,"Progress_Both",0.0648140128513914
"140","HIC",2036,"Progress_Salt reduction",0.0681173416118704
"141","HIC",2037,"Aspirational_Antihypertensive therapy",0.0596371565610497
"142","HIC",2037,"Aspirational_Both",0.0580269408747971
"143","HIC",2037,"Aspirational_Salt reduction",0.0661915475610296
"144","HIC",2037,"Business as usual",0.0686256340600083
"145","HIC",2037,"Progress_Antihypertensive therapy",0.0650788496314725
"146","HIC",2037,"Progress_Both",0.0640810311441103
"147","HIC",2037,"Progress_Salt reduction",0.0674739225666433
"148","HIC",2038,"Aspirational_Antihypertensive therapy",0.0588441818209557
"149","HIC",2038,"Aspirational_Both",0.0572119452200179
"150","HIC",2038,"Aspirational_Salt reduction",0.065569951706808
"151","HIC",2038,"Business as usual",0.0680740320737138
"152","HIC",2038,"Progress_Antihypertensive therapy",0.0644333467333306
"153","HIC",2038,"Progress_Both",0.0633998468706556
"154","HIC",2038,"Progress_Salt reduction",0.066876400033981
"155","HIC",2039,"Aspirational_Antihypertensive therapy",0.0581574056773861
"156","HIC",2039,"Aspirational_Both",0.0565074672650889
"157","HIC",2039,"Aspirational_Salt reduction",0.0650355598028906
"158","HIC",2039,"Business as usual",0.0676012731644337
"159","HIC",2039,"Progress_Antihypertensive therapy",0.0638756869557883
"160","HIC",2039,"Progress_Both",0.0628110398005755
"161","HIC",2039,"Progress_Salt reduction",0.0663630903960117
"162","HIC",2040,"Aspirational_Antihypertensive therapy",0.0574269415231178
"163","HIC",2040,"Aspirational_Both",0.05576716426256
"164","HIC",2040,"Aspirational_Salt reduction",0.0644330902005917
"165","HIC",2040,"Business as usual",0.0670467818909223
"166","HIC",2040,"Progress_Antihypertensive therapy",0.0632432796911983
"167","HIC",2040,"Progress_Both",0.0621544926271119
"168","HIC",2040,"Progress_Salt reduction",0.0657757517574654
"169","HIC",2041,"Aspirational_Antihypertensive therapy",0.0568460315919441
"170","HIC",2041,"Aspirational_Both",0.0551768718631287
"171","HIC",2041,"Aspirational_Salt reduction",0.0639765660087429
"172","HIC",2041,"Business as usual",0.0666360426066017
"173","HIC",2041,"Progress_Antihypertensive therapy",0.0627562681197591
"174","HIC",2041,"Progress_Both",0.0616450125426763
"175","HIC",2041,"Progress_Salt reduction",0.0653342298743753
"176","HIC",2042,"Aspirational_Antihypertensive therapy",0.0563082523188149
"177","HIC",2042,"Aspirational_Both",0.0546332060751384
"178","HIC",2042,"Aspirational_Salt reduction",0.0635481038019265
"179","HIC",2042,"Business as usual",0.066245923831263
"180","HIC",2042,"Progress_Antihypertensive therapy",0.0622971923320536
"181","HIC",2042,"Progress_Both",0.0611671465955326
"182","HIC",2042,"Progress_Salt reduction",0.0649177743822604
"183","HIC",2043,"Aspirational_Antihypertensive therapy",0.0558406369702921
"184","HIC",2043,"Aspirational_Both",0.0541619858284397
"185","HIC",2043,"Aspirational_Salt reduction",0.0631818403286841
"186","HIC",2043,"Business as usual",0.0659124947570162
"187","HIC",2043,"Progress_Antihypertensive therapy",0.0618978417462128
"188","HIC",2043,"Progress_Both",0.0607518787407493
"189","HIC",2043,"Progress_Salt reduction",0.0645614771421211
"190","HIC",2044,"Aspirational_Antihypertensive therapy",0.0553990873405638
"191","HIC",2044,"Aspirational_Both",0.0537193427361647
"192","HIC",2044,"Aspirational_Salt reduction",0.0628253846975571
"193","HIC",2044,"Business as usual",0.0655822940911318
"194","HIC",2044,"Progress_Antihypertensive therapy",0.0615102515222928
"195","HIC",2044,"Progress_Both",0.0603515202097191
"196","HIC",2044,"Progress_Salt reduction",0.0642123850949915
"197","HIC",2045,"Aspirational_Antihypertensive therapy",0.0549458280669205
"198","HIC",2045,"Aspirational_Both",0.0532681606640888
"199","HIC",2045,"Aspirational_Salt reduction",0.0624358681328185
"200","HIC",2045,"Business as usual",0.0652111761913496
"201","HIC",2045,"Progress_Antihypertensive therapy",0.0610942496991752
"202","HIC",2045,"Progress_Both",0.0599263295711189
"203","HIC",2045,"Progress_Salt reduction",0.0638269915370696
"204","HIC",2046,"Aspirational_Antihypertensive therapy",0.0545194324869253
"205","HIC",2046,"Aspirational_Both",0.0528433767391916
"206","HIC",2046,"Aspirational_Salt reduction",0.0620578702281336
"207","HIC",2046,"Business as usual",0.0648501823181177
"208","HIC",2046,"Progress_Antihypertensive therapy",0.0606982365001016
"209","HIC",2046,"Progress_Both",0.0595220184198899
"210","HIC",2046,"Progress_Salt reduction",0.063453143580456
"211","HIC",2047,"Aspirational_Antihypertensive therapy",0.0542556171594729
"212","HIC",2047,"Aspirational_Both",0.0525785306020253
"213","HIC",2047,"Aspirational_Salt reduction",0.0618470411232167
"214","HIC",2047,"Business as usual",0.0646580700788348
"215","HIC",2047,"Progress_Antihypertensive therapy",0.0604726595544355
"216","HIC",2047,"Progress_Both",0.0592872889726584
"217","HIC",2047,"Progress_Salt reduction",0.0632479635475218
"218","HIC",2048,"Aspirational_Antihypertensive therapy",0.0540847670337249
"219","HIC",2048,"Aspirational_Both",0.0524057240291527
"220","HIC",2048,"Aspirational_Salt reduction",0.0617320870370971
"221","HIC",2048,"Business as usual",0.0645617824635429
"222","HIC",2048,"Progress_Antihypertensive therapy",0.0603423415994673
"223","HIC",2048,"Progress_Both",0.059148031412908
"224","HIC",2048,"Progress_Salt reduction",0.0631391540888969
"225","HIC",2049,"Aspirational_Antihypertensive therapy",0.0539301308091662
"226","HIC",2049,"Aspirational_Both",0.0522499416394679
"227","HIC",2049,"Aspirational_Salt reduction",0.06162915892911
"228","HIC",2049,"Business as usual",0.0644747762042051
"229","HIC",2049,"Progress_Antihypertensive therapy",0.0602227790274465
"230","HIC",2049,"Progress_Both",0.0590210021481421
"231","HIC",2049,"Progress_Salt reduction",0.0630414160801436
"232","HIC",2050,"Aspirational_Antihypertensive therapy",0.0536964537043776
"233","HIC",2050,"Aspirational_Both",0.0520185736815993
"234","HIC",2050,"Aspirational_Salt reduction",0.0614334802839793
"235","HIC",2050,"Business as usual",0.0642880688125268
"236","HIC",2050,"Progress_Antihypertensive therapy",0.0600076399708133
"237","HIC",2050,"Progress_Both",0.0588018546097432
"238","HIC",2050,"Progress_Salt reduction",0.0628477834324579
"239","LIC",2017,"Aspirational_Antihypertensive therapy",0.312255731072085
"240","LIC",2017,"Aspirational_Both",0.312255731072085
"241","LIC",2017,"Aspirational_Salt reduction",0.312255731072085
"242","LIC",2017,"Business as usual",0.312255731072085
"243","LIC",2017,"Progress_Antihypertensive therapy",0.312255731072085
"244","LIC",2017,"Progress_Both",0.312255731072085
"245","LIC",2017,"Progress_Salt reduction",0.312255731072085
"246","LIC",2018,"Aspirational_Antihypertensive therapy",0.310105955071799
"247","LIC",2018,"Aspirational_Both",0.310105955071799
"248","LIC",2018,"Aspirational_Salt reduction",0.310105955071799
"249","LIC",2018,"Business as usual",0.310105955071799
"250","LIC",2018,"Progress_Antihypertensive therapy",0.310105955071799
"251","LIC",2018,"Progress_Both",0.310105955071799
"252","LIC",2018,"Progress_Salt reduction",0.310105955071799
"253","LIC",2019,"Aspirational_Antihypertensive therapy",0.310661133229472
"254","LIC",2019,"Aspirational_Both",0.310661133229472
"255","LIC",2019,"Aspirational_Salt reduction",0.310661133229472
"256","LIC",2019,"Business as usual",0.310661133229472
"257","LIC",2019,"Progress_Antihypertensive therapy",0.310661133229472
"258","LIC",2019,"Progress_Both",0.310661133229472
"259","LIC",2019,"Progress_Salt reduction",0.310661133229472
"260","LIC",2020,"Aspirational_Antihypertensive therapy",0.308924042404722
"261","LIC",2020,"Aspirational_Both",0.308924042404722
"262","LIC",2020,"Aspirational_Salt reduction",0.308924042404722
"263","LIC",2020,"Business as usual",0.308924042404722
"264","LIC",2020,"Progress_Antihypertensive therapy",0.308924042404722
"265","LIC",2020,"Progress_Both",0.308924042404722
"266","LIC",2020,"Progress_Salt reduction",0.308924042404722
"267","LIC",2021,"Aspirational_Antihypertensive therapy",0.306775996630266
"268","LIC",2021,"Aspirational_Both",0.306775996630266
"269","LIC",2021,"Aspirational_Salt reduction",0.306775996630266
"270","LIC",2021,"Business as usual",0.306775996630266
"271","LIC",2021,"Progress_Antihypertensive therapy",0.306775996630266
"272","LIC",2021,"Progress_Both",0.306775996630266
"273","LIC",2021,"Progress_Salt reduction",0.306775996630266
"274","LIC",2022,"Aspirational_Antihypertensive therapy",0.305075836063382
"275","LIC",2022,"Aspirational_Both",0.305075836063382
"276","LIC",2022,"Aspirational_Salt reduction",0.305075836063382
"277","LIC",2022,"Business as usual",0.305075836063382
"278","LIC",2022,"Progress_Antihypertensive therapy",0.305075836063382
"279","LIC",2022,"Progress_Both",0.305075836063382
"280","LIC",2022,"Progress_Salt reduction",0.305075836063382
"281","LIC",2023,"Aspirational_Antihypertensive therapy",0.301832990142634
"282","LIC",2023,"Aspirational_Both",0.301832990142634
"283","LIC",2023,"Aspirational_Salt reduction",0.30331945730173
"284","LIC",2023,"Business as usual",0.30331945730173
"285","LIC",2023,"Progress_Antihypertensive therapy",0.30193361437909
"286","LIC",2023,"Progress_Both",0.30193361437909
"287","LIC",2023,"Progress_Salt reduction",0.30331945730173
"288","LIC",2024,"Aspirational_Antihypertensive therapy",0.298436973825097
"289","LIC",2024,"Aspirational_Both",0.298024710778697
"290","LIC",2024,"Aspirational_Salt reduction",0.301289571219827
"291","LIC",2024,"Business as usual",0.301717075468659
"292","LIC",2024,"Progress_Antihypertensive therapy",0.298702233697185
"293","LIC",2024,"Progress_Both",0.298558926923319
"294","LIC",2024,"Progress_Salt reduction",0.301569226736891
"295","LIC",2025,"Aspirational_Antihypertensive therapy",0.295447655016224
"296","LIC",2025,"Aspirational_Both",0.294407754516969
"297","LIC",2025,"Aspirational_Salt reduction",0.29976949795941
"298","LIC",2025,"Business as usual",0.300871103718765
"299","LIC",2025,"Progress_Antihypertensive therapy",0.295964987639104
"300","LIC",2025,"Progress_Both",0.29560134367153
"301","LIC",2025,"Progress_Salt reduction",0.300489109712017
"302","LIC",2026,"Aspirational_Antihypertensive therapy",0.290625462292122
"303","LIC",2026,"Aspirational_Both",0.288836056926764
"304","LIC",2026,"Aspirational_Salt reduction",0.296575995320778
"305","LIC",2026,"Business as usual",0.298515491778676
"306","LIC",2026,"Progress_Antihypertensive therapy",0.291500458436338
"307","LIC",2026,"Progress_Both",0.290870685036257
"308","LIC",2026,"Progress_Salt reduction",0.29784132216222
"309","LIC",2027,"Aspirational_Antihypertensive therapy",0.285633803349701
"310","LIC",2027,"Aspirational_Both",0.283018634302811
"311","LIC",2027,"Aspirational_Salt reduction",0.293418961332209
"312","LIC",2027,"Business as usual",0.296325796346013
"313","LIC",2027,"Progress_Antihypertensive therapy",0.286997776190204
"314","LIC",2027,"Progress_Both",0.286070703951195
"315","LIC",2027,"Progress_Salt reduction",0.295313160589472
"316","LIC",2028,"Aspirational_Antihypertensive therapy",0.280536326136373
"317","LIC",2028,"Aspirational_Both",0.277053105920162
"318","LIC",2028,"Aspirational_Salt reduction",0.29038720257647
"319","LIC",2028,"Business as usual",0.294368606081809
"320","LIC",2028,"Progress_Antihypertensive therapy",0.282548129501159
"321","LIC",2028,"Progress_Both",0.281303188542631
"322","LIC",2028,"Progress_Salt reduction",0.292979134688949
"323","LIC",2029,"Aspirational_Antihypertensive therapy",0.275323552434004
"324","LIC",2029,"Aspirational_Both",0.271255486371008
"325","LIC",2029,"Aspirational_Salt reduction",0.287821137165386
"326","LIC",2029,"Business as usual",0.292589339042019
"327","LIC",2029,"Progress_Antihypertensive therapy",0.278154727256971
"328","LIC",2029,"Progress_Both",0.276580471585193
"329","LIC",2029,"Progress_Salt reduction",0.290792267785176
"330","LIC",2030,"Aspirational_Antihypertensive therapy",0.270314312251623
"331","LIC",2030,"Aspirational_Both",0.265831724029398
"332","LIC",2030,"Aspirational_Salt reduction",0.285889379917426
"333","LIC",2030,"Business as usual",0.291286611229983
"334","LIC",2030,"Progress_Antihypertensive therapy",0.27414893439148
"335","LIC",2030,"Progress_Both",0.272238088064654
"336","LIC",2030,"Progress_Salt reduction",0.289054017042726
"337","LIC",2031,"Aspirational_Antihypertensive therapy",0.264782074923889
"338","LIC",2031,"Aspirational_Both",0.260020070791615
"339","LIC",2031,"Aspirational_Salt reduction",0.283724353029758
"340","LIC",2031,"Business as usual",0.289626818943709
"341","LIC",2031,"Progress_Antihypertensive therapy",0.2697988039677
"342","LIC",2031,"Progress_Both",0.267555434277297
"343","LIC",2031,"Progress_Salt reduction",0.286942795119788
"344","LIC",2032,"Aspirational_Antihypertensive therapy",0.259241645716163
"345","LIC",2032,"Aspirational_Both",0.254298058544203
"346","LIC",2032,"Aspirational_Salt reduction",0.281755841983227
"347","LIC",2032,"Business as usual",0.28807448745542
"348","LIC",2032,"Progress_Antihypertensive therapy",0.265608721151705
"349","LIC",2032,"Progress_Both",0.263131692745786
"350","LIC",2032,"Progress_Salt reduction",0.285051203691608
"351","LIC",2033,"Aspirational_Antihypertensive therapy",0.253780674744639
"352","LIC",2033,"Aspirational_Both",0.248731433946431
"353","LIC",2033,"Aspirational_Salt reduction",0.279981966369969
"354","LIC",2033,"Business as usual",0.286646216117614
"355","LIC",2033,"Progress_Antihypertensive therapy",0.261646441822791
"356","LIC",2033,"Progress_Both",0.258999175845987
"357","LIC",2033,"Progress_Salt reduction",0.283352747087313
"358","LIC",2034,"Aspirational_Antihypertensive therapy",0.248464281562143
"359","LIC",2034,"Aspirational_Both",0.243368481228891
"360","LIC",2034,"Aspirational_Salt reduction",0.278384613483624
"361","LIC",2034,"Business as usual",0.285337307754089
"362","LIC",2034,"Progress_Antihypertensive therapy",0.257949298705065
"363","LIC",2034,"Progress_Both",0.255176529240161
"364","LIC",2034,"Progress_Salt reduction",0.281823109755667
"365","LIC",2035,"Aspirational_Antihypertensive therapy",0.243316739808566
"366","LIC",2035,"Aspirational_Both",0.238220980839286
"367","LIC",2035,"Aspirational_Salt reduction",0.276901744136518
"368","LIC",2035,"Business as usual",0.2840943391739
"369","LIC",2035,"Progress_Antihypertensive therapy",0.25450386788445
"370","LIC",2035,"Progress_Both",0.251639045642953
"371","LIC",2035,"Progress_Salt reduction",0.280398176926341
"372","LIC",2036,"Aspirational_Antihypertensive therapy",0.238382966127538
"373","LIC",2036,"Aspirational_Both",0.233321958243154
"374","LIC",2036,"Aspirational_Salt reduction",0.275510958299556
"375","LIC",2036,"Business as usual",0.282904157274392
"376","LIC",2036,"Progress_Antihypertensive therapy",0.25131594470442
"377","LIC",2036,"Progress_Both",0.248383768485035
"378","LIC",2036,"Progress_Salt reduction",0.279056439197243
"379","LIC",2037,"Aspirational_Antihypertensive therapy",0.233715007779027
"380","LIC",2037,"Aspirational_Both",0.228714255422182
"381","LIC",2037,"Aspirational_Salt reduction",0.274203456391079
"382","LIC",2037,"Business as usual",0.281764320726085
"383","LIC",2037,"Progress_Antihypertensive therapy",0.248394860123102
"384","LIC",2037,"Progress_Both",0.24541389034205
"385","LIC",2037,"Progress_Salt reduction",0.277789803354503
"386","LIC",2038,"Aspirational_Antihypertensive therapy",0.229356158047814
"387","LIC",2038,"Aspirational_Both",0.22443342820802
"388","LIC",2038,"Aspirational_Salt reduction",0.272975671151057
"389","LIC",2038,"Business as usual",0.28067660196561
"390","LIC",2038,"Progress_Antihypertensive therapy",0.245742687550223
"391","LIC",2038,"Progress_Both",0.24272685395034
"392","LIC",2038,"Progress_Salt reduction",0.276595709252186
"393","LIC",2039,"Aspirational_Antihypertensive therapy",0.225341287229481
"394","LIC",2039,"Aspirational_Both",0.220508530976804
"395","LIC",2039,"Aspirational_Salt reduction",0.27183041688676
"396","LIC",2039,"Business as usual",0.279647144590134
"397","LIC",2039,"Progress_Antihypertensive therapy",0.243357779883199
"398","LIC",2039,"Progress_Both",0.240317791055259
"399","LIC",2039,"Progress_Salt reduction",0.275477309455032
"400","LIC",2040,"Aspirational_Antihypertensive therapy",0.221649999911501
"401","LIC",2040,"Aspirational_Both",0.216915335550895
"402","LIC",2040,"Aspirational_Salt reduction",0.270725794204466
"403","LIC",2040,"Business as usual",0.278635546806054
"404","LIC",2040,"Progress_Antihypertensive therapy",0.241188928466537
"405","LIC",2040,"Progress_Both",0.238133614193301
"406","LIC",2040,"Progress_Salt reduction",0.274392482166915
"407","LIC",2041,"Aspirational_Antihypertensive therapy",0.218250523545237
"408","LIC",2041,"Aspirational_Both",0.213619044659076
"409","LIC",2041,"Aspirational_Salt reduction",0.26962403532827
"410","LIC",2041,"Business as usual",0.277605217159383
"411","LIC",2041,"Progress_Antihypertensive therapy",0.239182898314534
"412","LIC",2041,"Progress_Both",0.236119721218012
"413","LIC",2041,"Progress_Salt reduction",0.273303252273979
"414","LIC",2042,"Aspirational_Antihypertensive therapy",0.215149878928507
"415","LIC",2042,"Aspirational_Both",0.210623726966671
"416","LIC",2042,"Aspirational_Salt reduction",0.268550199803271
"417","LIC",2042,"Business as usual",0.276583674456379
"418","LIC",2042,"Progress_Antihypertensive therapy",0.237340652468916
"419","LIC",2042,"Progress_Both",0.234275537705425
"420","LIC",2042,"Progress_Salt reduction",0.272235221678155
"421","LIC",2043,"Aspirational_Antihypertensive therapy",0.21234758023911
"422","LIC",2043,"Aspirational_Both",0.207926854897797
"423","LIC",2043,"Aspirational_Salt reduction",0.267529274615831
"424","LIC",2043,"Business as usual",0.275597730758392
"425","LIC",2043,"Progress_Antihypertensive therapy",0.235664112412656
"426","LIC",2043,"Progress_Both",0.232601940642924
"427","LIC",2043,"Progress_Salt reduction",0.271213795061925
"428","LIC",2044,"Aspirational_Antihypertensive therapy",0.209805572957698
"429","LIC",2044,"Aspirational_Both",0.205488959667096
"430","LIC",2044,"Aspirational_Salt reduction",0.266543184759638
"431","LIC",2044,"Business as usual",0.274630860651746
"432","LIC",2044,"Progress_Antihypertensive therapy",0.234119432949609
"433","LIC",2044,"Progress_Both",0.231064369325909
"434","LIC",2044,"Progress_Salt reduction",0.270221385549281
"435","LIC",2045,"Aspirational_Antihypertensive therapy",0.207457890740496
"436","LIC",2045,"Aspirational_Both",0.203243518704319
"437","LIC",2045,"Aspirational_Salt reduction",0.26553989163242
"438","LIC",2045,"Business as usual",0.273631517784749
"439","LIC",2045,"Progress_Antihypertensive therapy",0.232644014114073
"440","LIC",2045,"Progress_Both",0.229600074106739
"441","LIC",2045,"Progress_Salt reduction",0.269206038835255
"442","LIC",2046,"Aspirational_Antihypertensive therapy",0.205257201289861
"443","LIC",2046,"Aspirational_Both",0.201142603371294
"444","LIC",2046,"Aspirational_Salt reduction",0.264492451572506
"445","LIC",2046,"Business as usual",0.272573731130038
"446","LIC",2046,"Progress_Antihypertensive therapy",0.231198673480043
"447","LIC",2046,"Progress_Both",0.228169401116146
"448","LIC",2046,"Progress_Salt reduction",0.268140907150648
"449","LIC",2047,"Aspirational_Antihypertensive therapy",0.20320164033065
"450","LIC",2047,"Aspirational_Both",0.199183510959174
"451","LIC",2047,"Aspirational_Salt reduction",0.263425864408133
"452","LIC",2047,"Business as usual",0.271484239319371
"453","LIC",2047,"Progress_Antihypertensive therapy",0.229794534446434
"454","LIC",2047,"Progress_Both",0.226782713858511
"455","LIC",2047,"Progress_Salt reduction",0.267051491977724
