"","Sex","Location","ex","Time2","intervention"
"49","Both","Albania",80.4116972774842,2040,"Progress_Salt reduction"
"50","Both","Albania",82.156380898493,2050,"Aspirational_Antihypertensive therapy"
"51","Both","Albania",82.2582230092742,2050,"Aspirational_Both"
"52","Both","Albania",80.9534251972862,2050,"Aspirational_Salt reduction"
"53","Both","Albania",80.7321807976202,2050,"Business as usual"
"54","Both","Albania",81.5939120610226,2050,"Progress_Antihypertensive therapy"
"55","Both","Albania",81.6676501916782,2050,"Progress_Both"
"56","Both","Albania",80.8427964428934,2050,"Progress_Salt reduction"
"57","Both","Algeria",76.2446741208767,2020,"Aspirational_Antihypertensive therapy"
"58","Both","Algeria",76.2446741208767,2020,"Aspirational_Both"
"59","Both","Algeria",76.2446741208767,2020,"Aspirational_Salt reduction"
"60","Both","Algeria",76.2446741208767,2020,"Business as usual"
"61","Both","Algeria",76.2446741208767,2020,"Progress_Antihypertensive therapy"
"62","Both","Algeria",76.2446741208767,2020,"Progress_Both"
"63","Both","Algeria",76.2446741208767,2020,"Progress_Salt reduction"
"64","Both","Algeria",78.1902342872443,2030,"Aspirational_Antihypertensive therapy"
"65","Both","Algeria",78.2677136989959,2030,"Aspirational_Both"
"66","Both","Algeria",77.8935384623241,2030,"Aspirational_Salt reduction"
"67","Both","Algeria",77.8003504143894,2030,"Business as usual"
"68","Both","Algeria",78.107011067215,2030,"Progress_Antihypertensive therapy"
"69","Both","Algeria",78.1364019707395,2030,"Progress_Both"
"70","Both","Algeria",77.8346029156573,2030,"Progress_Salt reduction"
"71","Both","Algeria",79.9882135764546,2040,"Aspirational_Antihypertensive therapy"
"72","Both","Algeria",80.08296112697,2040,"Aspirational_Both"
"73","Both","Algeria",79.187235212027,2040,"Aspirational_Salt reduction"
"74","Both","Algeria",79.0295672490506,2040,"Business as usual"
"75","Both","Algeria",79.6382835573874,2040,"Progress_Antihypertensive therapy"
"76","Both","Algeria",79.6942489285902,2040,"Progress_Both"
"77","Both","Algeria",79.1063528802021,2040,"Progress_Salt reduction"
"78","Both","Algeria",81.2165405552224,2050,"Aspirational_Antihypertensive therapy"
"79","Both","Algeria",81.3045451450343,2050,"Aspirational_Both"
"80","Both","Algeria",80.2222331111825,2050,"Aspirational_Salt reduction"
"81","Both","Algeria",80.0455637269613,2050,"Business as usual"
"82","Both","Algeria",80.7440676252632,2050,"Progress_Antihypertensive therapy"
"83","Both","Algeria",80.8056274709485,2050,"Progress_Both"
"84","Both","Algeria",80.1338446291093,2050,"Progress_Salt reduction"
"85","Both","All countries",73.0080913825371,2020,"Aspirational_Antihypertensive therapy"
"86","Both","All countries",73.0080913825371,2020,"Aspirational_Both"
"87","Both","All countries",73.0080913825371,2020,"Aspirational_Salt reduction"
"88","Both","All countries",73.0080913825371,2020,"Business as usual"
"89","Both","All countries",73.0080913825371,2020,"Progress_Antihypertensive therapy"
"90","Both","All countries",73.0080913825371,2020,"Progress_Both"
"91","Both","All countries",73.0080913825371,2020,"Progress_Salt reduction"
"92","Both","All countries",75.4339164935061,2030,"Aspirational_Antihypertensive therapy"
"93","Both","All countries",75.5105528562159,2030,"Aspirational_Both"
"94","Both","All countries",75.2145619906685,2030,"Aspirational_Salt reduction"
"95","Both","All countries",75.1194188914369,2030,"Business as usual"
"96","Both","All countries",75.3477282236825,2030,"Progress_Antihypertensive therapy"
"97","Both","All countries",75.3782254517431,2030,"Progress_Both"
"98","Both","All countries",75.1554650400599,2030,"Progress_Salt reduction"
"99","Both","All countries",77.2918893283341,2040,"Aspirational_Antihypertensive therapy"
"100","Both","All countries",77.3834986283759,2040,"Aspirational_Both"
"101","Both","All countries",76.6905088519949,2040,"Aspirational_Salt reduction"
"102","Both","All countries",76.5359182647928,2040,"Business as usual"
"103","Both","All countries",76.9949647774452,2040,"Progress_Antihypertensive therapy"
"104","Both","All countries",77.0512846141756,2040,"Progress_Both"
"105","Both","All countries",76.6124519622998,2040,"Progress_Salt reduction"
"106","Both","All countries",78.6649624167469,2050,"Aspirational_Antihypertensive therapy"
"107","Both","All countries",78.7524400026994,2050,"Aspirational_Both"
"108","Both","All countries",77.8908945794021,2050,"Aspirational_Salt reduction"
"109","Both","All countries",77.7166781971846,2050,"Business as usual"
"110","Both","All countries",78.2617237403862,2050,"Progress_Antihypertensive therapy"
"111","Both","All countries",78.3240857975178,2050,"Progress_Both"
"112","Both","All countries",77.8052009529827,2050,"Progress_Salt reduction"
"113","Both","Angola",63.0094568278478,2020,"Aspirational_Antihypertensive therapy"
"114","Both","Angola",63.0094568278478,2020,"Aspirational_Both"
"115","Both","Angola",63.0094568278478,2020,"Aspirational_Salt reduction"
"116","Both","Angola",63.0094568278478,2020,"Business as usual"
"117","Both","Angola",63.0094568278478,2020,"Progress_Antihypertensive therapy"
"118","Both","Angola",63.0094568278478,2020,"Progress_Both"
"119","Both","Angola",63.0094568278478,2020,"Progress_Salt reduction"
"120","Both","Angola",67.2015183450479,2030,"Aspirational_Antihypertensive therapy"
"121","Both","Angola",67.2640535127935,2030,"Aspirational_Both"
"122","Both","Angola",67.00506801981,2030,"Aspirational_Salt reduction"
"123","Both","Angola",66.9309089264316,2030,"Business as usual"
"124","Both","Angola",67.1594489231263,2030,"Progress_Antihypertensive therapy"
"125","Both","Angola",67.1830912704119,2030,"Progress_Both"
"126","Both","Angola",66.9584822113179,2030,"Progress_Salt reduction"
"127","Both","Angola",71.0159119373274,2040,"Aspirational_Antihypertensive therapy"
"128","Both","Angola",71.0897559685372,2040,"Aspirational_Both"
"129","Both","Angola",70.2554852877396,2040,"Aspirational_Salt reduction"
"130","Both","Angola",70.128414528754,2040,"Business as usual"
"131","Both","Angola",70.7155111445932,2040,"Progress_Antihypertensive therapy"
"132","Both","Angola",70.7591674341599,2040,"Progress_Both"
"133","Both","Angola",70.1904279332086,2040,"Progress_Salt reduction"
"134","Both","Angola",73.999936535961,2050,"Aspirational_Antihypertensive therapy"
"135","Both","Angola",74.0683337564959,2050,"Aspirational_Both"
"136","Both","Angola",72.9006504966842,2050,"Aspirational_Salt reduction"
"137","Both","Angola",72.7486170868238,2050,"Business as usual"
"138","Both","Angola",73.5087963656444,2050,"Progress_Antihypertensive therapy"
"139","Both","Angola",73.5587303287764,2050,"Progress_Both"
"140","Both","Angola",72.8246426249585,2050,"Progress_Salt reduction"
"141","Both","Antigua and Barbuda",76.8868155175529,2020,"Aspirational_Antihypertensive therapy"
"142","Both","Antigua and Barbuda",76.8868155175529,2020,"Aspirational_Both"
"143","Both","Antigua and Barbuda",76.8868155175529,2020,"Aspirational_Salt reduction"
"144","Both","Antigua and Barbuda",76.8868155175529,2020,"Business as usual"
"145","Both","Antigua and Barbuda",76.8868155175529,2020,"Progress_Antihypertensive therapy"
"146","Both","Antigua and Barbuda",76.8868155175529,2020,"Progress_Both"
"147","Both","Antigua and Barbuda",76.8868155175529,2020,"Progress_Salt reduction"
"148","Both","Antigua and Barbuda",77.7801740004869,2030,"Aspirational_Antihypertensive therapy"
"149","Both","Antigua and Barbuda",77.8181576091986,2030,"Aspirational_Both"
"150","Both","Antigua and Barbuda",77.5213281292067,2030,"Aspirational_Salt reduction"
"151","Both","Antigua and Barbuda",77.4696796191899,2030,"Business as usual"
"152","Both","Antigua and Barbuda",77.6838012342945,2030,"Progress_Antihypertensive therapy"
"153","Both","Antigua and Barbuda",77.6994583466643,2030,"Progress_Both"
"154","Both","Antigua and Barbuda",77.4892285577588,2030,"Progress_Salt reduction"
"155","Both","Antigua and Barbuda",78.460054348394,2040,"Aspirational_Antihypertensive therapy"
"156","Both","Antigua and Barbuda",78.5027031942373,2040,"Aspirational_Both"
"157","Both","Antigua and Barbuda",77.9425298099738,2040,"Aspirational_Salt reduction"
"158","Both","Antigua and Barbuda",77.8608090045508,2040,"Business as usual"
"159","Both","Antigua and Barbuda",78.209407277497,2040,"Progress_Antihypertensive therapy"
"160","Both","Antigua and Barbuda",78.2379103477218,2040,"Progress_Both"
"161","Both","Antigua and Barbuda",77.9012109168322,2040,"Progress_Salt reduction"
"162","Both","Antigua and Barbuda",78.8465751539294,2050,"Aspirational_Antihypertensive therapy"
"163","Both","Antigua and Barbuda",78.8869599504844,2050,"Aspirational_Both"
"164","Both","Antigua and Barbuda",78.2591815567339,2050,"Aspirational_Salt reduction"
"165","Both","Antigua and Barbuda",78.1699111450149,2050,"Business as usual"
"166","Both","Antigua and Barbuda",78.5484017410377,2050,"Progress_Antihypertensive therapy"
"167","Both","Antigua and Barbuda",78.5794635210971,2050,"Progress_Both"
"168","Both","Antigua and Barbuda",78.2151628920651,2050,"Progress_Salt reduction"
"169","Both","Argentina",75.9266933820415,2020,"Aspirational_Antihypertensive therapy"
"170","Both","Argentina",75.9266933820415,2020,"Aspirational_Both"
"171","Both","Argentina",75.9266933820415,2020,"Aspirational_Salt reduction"
"172","Both","Argentina",75.9266933820415,2020,"Business as usual"
"173","Both","Argentina",75.9266933820415,2020,"Progress_Antihypertensive therapy"
"174","Both","Argentina",75.9266933820415,2020,"Progress_Both"
"175","Both","Argentina",75.9266933820415,2020,"Progress_Salt reduction"
"176","Both","Argentina",77.5801010484829,2030,"Aspirational_Antihypertensive therapy"
"177","Both","Argentina",77.622874992021,2030,"Aspirational_Both"
"178","Both","Argentina",77.4356394655119,2030,"Aspirational_Salt reduction"
"179","Both","Argentina",77.3818315735651,2030,"Business as usual"
"180","Both","Argentina",77.5384996861811,2030,"Progress_Antihypertensive therapy"
"181","Both","Argentina",77.5550042017579,2030,"Progress_Both"
"182","Both","Argentina",77.4018648991512,2030,"Progress_Salt reduction"
"183","Both","Argentina",78.3169185199966,2040,"Aspirational_Antihypertensive therapy"
"184","Both","Argentina",78.3624843435827,2040,"Aspirational_Both"
"185","Both","Argentina",77.9519531447812,2040,"Aspirational_Salt reduction"
"186","Both","Argentina",77.8687741401327,2040,"Business as usual"
"187","Both","Argentina",78.155291279932,2040,"Progress_Antihypertensive therapy"
"188","Both","Argentina",78.183400154517,2040,"Progress_Both"
"189","Both","Argentina",77.9096370390909,2040,"Progress_Salt reduction"
"190","Both","Argentina",78.8065160768084,2050,"Aspirational_Antihypertensive therapy"
"191","Both","Argentina",78.8463782550511,2050,"Aspirational_Both"
"192","Both","Argentina",78.3766258331788,2050,"Aspirational_Salt reduction"
"193","Both","Argentina",78.2878892053791,2050,"Business as usual"
"194","Both","Argentina",78.6009659981051,2050,"Progress_Antihypertensive therapy"
"195","Both","Argentina",78.6301969414983,2050,"Progress_Both"
"196","Both","Argentina",78.3326036095573,2050,"Progress_Salt reduction"
"197","Both","Armenia",75.1879069454315,2020,"Aspirational_Antihypertensive therapy"
"198","Both","Armenia",75.1879069454315,2020,"Aspirational_Both"
"199","Both","Armenia",75.1879069454315,2020,"Aspirational_Salt reduction"
"200","Both","Armenia",75.1879069454315,2020,"Business as usual"
"201","Both","Armenia",75.1879069454315,2020,"Progress_Antihypertensive therapy"
"202","Both","Armenia",75.1879069454315,2020,"Progress_Both"
"203","Both","Armenia",75.1879069454315,2020,"Progress_Salt reduction"
"204","Both","Armenia",77.9153732311239,2030,"Aspirational_Antihypertensive therapy"
"205","Both","Armenia",77.985068687357,2030,"Aspirational_Both"
"206","Both","Armenia",77.7716581445954,2030,"Aspirational_Salt reduction"
"207","Both","Armenia",77.6939743315524,2030,"Business as usual"
"208","Both","Armenia",77.8921088466105,2030,"Progress_Antihypertensive therapy"
"209","Both","Armenia",77.9176874014028,2030,"Progress_Both"
"210","Both","Armenia",77.7223736309279,2030,"Progress_Salt reduction"
"211","Both","Armenia",79.9739974087167,2040,"Aspirational_Antihypertensive therapy"
"212","Both","Armenia",80.0564290363351,2040,"Aspirational_Both"
"213","Both","Armenia",79.3237275012079,2040,"Aspirational_Salt reduction"
"214","Both","Armenia",79.1987708698933,2040,"Business as usual"
"215","Both","Armenia",79.737184878882,2040,"Progress_Antihypertensive therapy"
"216","Both","Armenia",79.7822315627445,2040,"Progress_Both"
"217","Both","Armenia",79.2591393360434,2040,"Progress_Salt reduction"
"218","Both","Armenia",81.516217863448,2050,"Aspirational_Antihypertensive therapy"
"219","Both","Armenia",81.5815000414303,2050,"Aspirational_Both"
"220","Both","Armenia",80.6067152279056,2050,"Aspirational_Salt reduction"
"221","Both","Armenia",80.4752652170833,2050,"Business as usual"
"222","Both","Armenia",81.1205568675786,2050,"Progress_Antihypertensive therapy"
"223","Both","Armenia",81.1651308922818,2050,"Progress_Both"
"224","Both","Armenia",80.5406564690138,2050,"Progress_Salt reduction"
"225","Both","Australia",83.0778121926433,2020,"Aspirational_Antihypertensive therapy"
"226","Both","Australia",83.0778121926433,2020,"Aspirational_Both"
"227","Both","Australia",83.0778121926433,2020,"Aspirational_Salt reduction"
"228","Both","Australia",83.0778121926433,2020,"Business as usual"
"229","Both","Australia",83.0778121926433,2020,"Progress_Antihypertensive therapy"
"230","Both","Australia",83.0778121926433,2020,"Progress_Both"
"231","Both","Australia",83.0778121926433,2020,"Progress_Salt reduction"
"232","Both","Australia",84.2552761275137,2030,"Aspirational_Antihypertensive therapy"
"233","Both","Australia",84.2710191379128,2030,"Aspirational_Both"
"234","Both","Australia",84.1361787551655,2030,"Aspirational_Salt reduction"
"235","Both","Australia",84.1140294753888,2030,"Business as usual"
"236","Both","Australia",84.2071127713437,2030,"Progress_Antihypertensive therapy"
"237","Both","Australia",84.213668585072,2030,"Progress_Both"
"238","Both","Australia",84.1223298765584,2030,"Progress_Salt reduction"
"239","Both","Australia",85.2209439016978,2040,"Aspirational_Antihypertensive therapy"
"240","Both","Australia",85.2390135221764,2040,"Aspirational_Both"
"241","Both","Australia",85.0305058479707,2040,"Aspirational_Salt reduction"
"242","Both","Australia",84.9963682101856,2040,"Business as usual"
"243","Both","Australia",85.1242242553541,2040,"Progress_Antihypertensive therapy"
"244","Both","Australia",85.1360340936973,2040,"Progress_Both"
"245","Both","Australia",85.0129831745579,2040,"Progress_Salt reduction"
"246","Both","Australia",86.02888100949,2050,"Aspirational_Antihypertensive therapy"
"247","Both","Australia",86.0460062649302,2050,"Aspirational_Both"
"248","Both","Australia",85.8359854998494,2050,"Aspirational_Salt reduction"
"249","Both","Australia",85.8002089149339,2050,"Business as usual"
"250","Both","Australia",85.9269845834994,2050,"Progress_Antihypertensive therapy"
"251","Both","Australia",85.9394622370292,2050,"Progress_Both"
"252","Both","Australia",85.8181140087218,2050,"Progress_Salt reduction"
"253","Both","Austria",81.783178091983,2020,"Aspirational_Antihypertensive therapy"
"254","Both","Austria",81.783178091983,2020,"Aspirational_Both"
"255","Both","Austria",81.783178091983,2020,"Aspirational_Salt reduction"
"256","Both","Austria",81.783178091983,2020,"Business as usual"
"257","Both","Austria",81.783178091983,2020,"Progress_Antihypertensive therapy"
"258","Both","Austria",81.783178091983,2020,"Progress_Both"
"259","Both","Austria",81.783178091983,2020,"Progress_Salt reduction"
"260","Both","Austria",83.91260966069,2030,"Aspirational_Antihypertensive therapy"
"261","Both","Austria",83.943720061729,2030,"Aspirational_Both"
"262","Both","Austria",83.7676089146291,2030,"Aspirational_Salt reduction"
"263","Both","Austria",83.7254296388738,2030,"Business as usual"
"264","Both","Austria",83.840904312096,2030,"Progress_Antihypertensive therapy"
"265","Both","Austria",83.8537634484544,2030,"Progress_Both"
"266","Both","Austria",83.7410410287756,2030,"Progress_Salt reduction"
"267","Both","Austria",85.2898159689233,2040,"Aspirational_Antihypertensive therapy"
"268","Both","Austria",85.3260912248925,2040,"Aspirational_Both"
"269","Both","Austria",85.0209190577327,2040,"Aspirational_Salt reduction"
"270","Both","Austria",84.9533048512167,2040,"Business as usual"
"271","Both","Austria",85.1327307512646,2040,"Progress_Antihypertensive therapy"
"272","Both","Austria",85.1570630755649,2040,"Progress_Both"
"273","Both","Austria",84.9862633908544,2040,"Progress_Salt reduction"
"274","Both","Austria",86.4066441353651,2050,"Aspirational_Antihypertensive therapy"
"275","Both","Austria",86.4410552172994,2050,"Aspirational_Both"
"276","Both","Austria",86.1098828159125,2050,"Aspirational_Salt reduction"
"277","Both","Austria",86.0371166986634,2050,"Business as usual"
"278","Both","Austria",86.2279115153686,2050,"Progress_Antihypertensive therapy"
"279","Both","Austria",86.2541758260199,2050,"Progress_Both"
"280","Both","Austria",86.0736004328017,2050,"Progress_Salt reduction"
"281","Both","Azerbaijan",70.9593278476066,2020,"Aspirational_Antihypertensive therapy"
"282","Both","Azerbaijan",70.9593278476066,2020,"Aspirational_Both"
"283","Both","Azerbaijan",70.9593278476066,2020,"Aspirational_Salt reduction"
"284","Both","Azerbaijan",70.9593278476066,2020,"Business as usual"
"285","Both","Azerbaijan",70.9593278476066,2020,"Progress_Antihypertensive therapy"
"286","Both","Azerbaijan",70.9593278476066,2020,"Progress_Both"
"287","Both","Azerbaijan",70.9593278476066,2020,"Progress_Salt reduction"
"288","Both","Azerbaijan",72.5173036078237,2030,"Aspirational_Antihypertensive therapy"
"289","Both","Azerbaijan",72.6437243524401,2030,"Aspirational_Both"
"290","Both","Azerbaijan",72.2037056000799,2030,"Aspirational_Salt reduction"
"291","Both","Azerbaijan",72.0583323289905,2030,"Business as usual"
"292","Both","Azerbaijan",72.4312508034456,2030,"Progress_Antihypertensive therapy"
"293","Both","Azerbaijan",72.4787933004045,2030,"Progress_Both"
"294","Both","Azerbaijan",72.112198231653,2030,"Progress_Salt reduction"
"295","Both","Azerbaijan",74.0047121492956,2040,"Aspirational_Antihypertensive therapy"
"296","Both","Azerbaijan",74.1448233734892,2040,"Aspirational_Both"
"297","Both","Azerbaijan",72.9531001630831,2040,"Aspirational_Salt reduction"
"298","Both","Azerbaijan",72.7347094954237,2040,"Business as usual"
"299","Both","Azerbaijan",73.5363696168616,2040,"Progress_Antihypertensive therapy"
"300","Both","Azerbaijan",73.6183043836709,2040,"Progress_Both"
"301","Both","Azerbaijan",72.8414709025393,2040,"Progress_Salt reduction"
"302","Both","Azerbaijan",74.8169369109954,2050,"Aspirational_Antihypertensive therapy"
"303","Both","Azerbaijan",74.9360087097363,2050,"Aspirational_Both"
"304","Both","Azerbaijan",73.4894410604885,2050,"Aspirational_Salt reduction"
"305","Both","Azerbaijan",73.2614617791319,2050,"Business as usual"
"306","Both","Azerbaijan",74.1646642892508,2050,"Progress_Antihypertensive therapy"
"307","Both","Azerbaijan",74.2480849243852,2050,"Progress_Both"
"308","Both","Azerbaijan",73.3752286713842,2050,"Progress_Salt reduction"
"309","Both","Bahrain",77.1355704440214,2020,"Aspirational_Antihypertensive therapy"
"310","Both","Bahrain",77.1355704440214,2020,"Aspirational_Both"
"311","Both","Bahrain",77.1355704440214,2020,"Aspirational_Salt reduction"
"312","Both","Bahrain",77.1355704440214,2020,"Business as usual"
"313","Both","Bahrain",77.1355704440214,2020,"Progress_Antihypertensive therapy"
"314","Both","Bahrain",77.1355704440214,2020,"Progress_Both"
"315","Both","Bahrain",77.1355704440214,2020,"Progress_Salt reduction"
"316","Both","Bahrain",80.2796404922175,2030,"Aspirational_Antihypertensive therapy"
"317","Both","Bahrain",80.3170176429885,2030,"Aspirational_Both"
"318","Both","Bahrain",80.1065005102439,2030,"Aspirational_Salt reduction"
"319","Both","Bahrain",80.0583362391161,2030,"Business as usual"
"320","Both","Bahrain",80.2148237936297,2030,"Progress_Antihypertensive therapy"
"321","Both","Bahrain",80.2295361011061,2030,"Progress_Both"
"322","Both","Bahrain",80.0761388115532,2030,"Progress_Salt reduction"
"323","Both","Bahrain",82.6569773461431,2040,"Aspirational_Antihypertensive therapy"
"324","Both","Bahrain",82.7005714508995,2040,"Aspirational_Both"
"325","Both","Bahrain",82.2984136467475,2040,"Aspirational_Salt reduction"
"326","Both","Bahrain",82.2190292857466,2040,"Business as usual"
"327","Both","Bahrain",82.4770084648109,2040,"Progress_Antihypertensive therapy"
"328","Both","Bahrain",82.5046035347381,2040,"Progress_Both"
"329","Both","Bahrain",82.2576579172283,2040,"Progress_Salt reduction"
"330","Both","Bahrain",84.6068011733001,2050,"Aspirational_Antihypertensive therapy"
"331","Both","Bahrain",84.646271124908,2050,"Aspirational_Both"
"332","Both","Bahrain",84.2080270344753,2050,"Aspirational_Salt reduction"
"333","Both","Bahrain",84.1225362459415,2050,"Business as usual"
"334","Both","Bahrain",84.3967031927309,2050,"Progress_Antihypertensive therapy"
"335","Both","Bahrain",84.4260465878458,2050,"Progress_Both"
"336","Both","Bahrain",84.1654309473405,2050,"Progress_Salt reduction"
"337","Both","Bangladesh",74.7686825060803,2020,"Aspirational_Antihypertensive therapy"
"338","Both","Bangladesh",74.7686825060803,2020,"Aspirational_Both"
"339","Both","Bangladesh",74.7686825060803,2020,"Aspirational_Salt reduction"
"340","Both","Bangladesh",74.7686825060803,2020,"Business as usual"
"341","Both","Bangladesh",74.7686825060803,2020,"Progress_Antihypertensive therapy"
"342","Both","Bangladesh",74.7686825060803,2020,"Progress_Both"
"343","Both","Bangladesh",74.7686825060803,2020,"Progress_Salt reduction"
"344","Both","Bangladesh",78.2993922972471,2030,"Aspirational_Antihypertensive therapy"
"345","Both","Bangladesh",78.4322524177765,2030,"Aspirational_Both"
"346","Both","Bangladesh",78.0892402697433,2030,"Aspirational_Salt reduction"
"347","Both","Bangladesh",77.9337399680965,2030,"Business as usual"
"348","Both","Bangladesh",78.2186735511521,2030,"Progress_Antihypertensive therapy"
"349","Both","Bangladesh",78.2703679578736,2030,"Progress_Both"
"350","Both","Bangladesh",77.993070358733,2030,"Progress_Salt reduction"
"351","Both","Bangladesh",81.1143439138194,2040,"Aspirational_Antihypertensive therapy"
"352","Both","Bangladesh",81.2797794964809,2040,"Aspirational_Both"
"353","Both","Bangladesh",80.5506291492845,2040,"Aspirational_Salt reduction"
"354","Both","Bangladesh",80.3101963744823,2040,"Business as usual"
"355","Both","Bangladesh",80.7972980659618,2040,"Progress_Antihypertensive therapy"
"356","Both","Bangladesh",80.8906628170315,2040,"Progress_Both"
"357","Both","Bangladesh",80.4293737350245,2040,"Progress_Salt reduction"
"358","Both","Bangladesh",83.1668307520737,2050,"Aspirational_Antihypertensive therapy"
"359","Both","Bangladesh",83.33182153328,2050,"Aspirational_Both"
"360","Both","Bangladesh",82.5135216337802,2050,"Aspirational_Salt reduction"
"361","Both","Bangladesh",82.2497888863776,2050,"Business as usual"
"362","Both","Bangladesh",82.7795585552556,2050,"Progress_Antihypertensive therapy"
"363","Both","Bangladesh",82.881499583245,2050,"Progress_Both"
"364","Both","Bangladesh",82.3837225708777,2050,"Progress_Salt reduction"
"365","Both","Barbados",77.0859790347229,2020,"Aspirational_Antihypertensive therapy"
"366","Both","Barbados",77.0859790347229,2020,"Aspirational_Both"
"367","Both","Barbados",77.0859790347229,2020,"Aspirational_Salt reduction"
"368","Both","Barbados",77.0859790347229,2020,"Business as usual"
"369","Both","Barbados",77.0859790347229,2020,"Progress_Antihypertensive therapy"
"370","Both","Barbados",77.0859790347229,2020,"Progress_Both"
"371","Both","Barbados",77.0859790347229,2020,"Progress_Salt reduction"
"372","Both","Barbados",77.5027469565265,2030,"Aspirational_Antihypertensive therapy"
"373","Both","Barbados",77.5276460526809,2030,"Aspirational_Both"
"374","Both","Barbados",77.2656648052209,2030,"Aspirational_Salt reduction"
"375","Both","Barbados",77.2300180108748,2030,"Business as usual"
"376","Both","Barbados",77.3745092767114,2030,"Progress_Antihypertensive therapy"
"377","Both","Barbados",77.3861420734903,2030,"Progress_Both"
"378","Both","Barbados",77.2440989159783,2030,"Progress_Salt reduction"
"379","Both","Barbados",77.8386502976982,2040,"Aspirational_Antihypertensive therapy"
"380","Both","Barbados",77.8717055259994,2040,"Aspirational_Both"
"381","Both","Barbados",77.4209128276358,2040,"Aspirational_Salt reduction"
"382","Both","Barbados",77.3596856555598,2040,"Business as usual"
"383","Both","Barbados",77.58140706837,2040,"Progress_Antihypertensive therapy"
"384","Both","Barbados",77.6059128045802,2040,"Progress_Both"
"385","Both","Barbados",77.3912660425122,2040,"Progress_Salt reduction"
"386","Both","Barbados",77.9874504058633,2050,"Aspirational_Antihypertensive therapy"
"387","Both","Barbados",78.022095893158,2050,"Aspirational_Both"
"388","Both","Barbados",77.5124914602291,2050,"Aspirational_Salt reduction"
"389","Both","Barbados",77.4426654317184,2050,"Business as usual"
"390","Both","Barbados",77.6868513766458,2050,"Progress_Antihypertensive therapy"
"391","Both","Barbados",77.7154348026033,2050,"Progress_Both"
