"","year","intervention","x50q30"
"213",2047,"Aspirational_Salt reduction",0.172898159913345
"214",2047,"Business as usual",0.180999649342388
"215",2047,"Progress_Antihypertensive therapy",0.155867068385699
"216",2047,"Progress_Both",0.153064426146363
"217",2047,"Progress_Salt reduction",0.176890990140908
"218",2048,"Aspirational_Antihypertensive therapy",0.138055317401946
"219",2048,"Aspirational_Both",0.134093896808672
"220",2048,"Aspirational_Salt reduction",0.172661485140938
"221",2048,"Business as usual",0.180764470459768
"222",2048,"Progress_Antihypertensive therapy",0.155493484145243
"223",2048,"Progress_Both",0.152693853476604
"224",2048,"Progress_Salt reduction",0.176646998701183
"225",2049,"Aspirational_Antihypertensive therapy",0.13749565472677
"226",2049,"Aspirational_Both",0.133585516327686
"227",2049,"Aspirational_Salt reduction",0.172436425771598
"228",2049,"Business as usual",0.180533984660181
"229",2049,"Progress_Antihypertensive therapy",0.155149981331344
"230",2049,"Progress_Both",0.152355107727454
"231",2049,"Progress_Salt reduction",0.176412169928808
"232",2050,"Aspirational_Antihypertensive therapy",0.136969759338371
"233",2050,"Aspirational_Both",0.133108700892802
"234",2050,"Aspirational_Salt reduction",0.172188982531476
"235",2050,"Business as usual",0.180273531365386
"236",2050,"Progress_Antihypertensive therapy",0.154803271912084
"237",2050,"Progress_Both",0.152015179728722
"238",2050,"Progress_Salt reduction",0.17615197145507
"239",2000,"Historical",0.265499894249828
"240",2001,"Historical",0.264387813655953
"241",2002,"Historical",0.264676891673371
"242",2003,"Historical",0.262791828303399
"243",2004,"Historical",0.257048464454882
"244",2005,"Historical",0.254305782183236
"245",2006,"Historical",0.247072697334799
"246",2007,"Historical",0.241494295321113
"247",2008,"Historical",0.238398322160858
"248",2009,"Historical",0.233312748088803
"249",2010,"Historical",0.230106035213042
"250",2011,"Historical",0.225990480993063
"251",2012,"Historical",0.222216456606267
"252",2013,"Historical",0.217611873898927
"253",2014,"Historical",0.212988390127722
"254",2015,"Historical",0.211625410470517
"255",2016,"Historical",0.209202583211416
"256",2017,"Historical",0.205938731339105
"257",2018,"Historical",0.203671456423612
"258",2019,"Historical",0.201859476995632
