"","location","wb2021","year","intervention","x50q30"
"43","Afghanistan","LIC",2023,"Aspirational_Antihypertensive therapy",0.485010419640777
"44","Afghanistan","LIC",2023,"Aspirational_Both",0.485010419640777
"45","Afghanistan","LIC",2023,"Aspirational_Salt reduction",0.486997394582066
"46","Afghanistan","LIC",2023,"Business as usual",0.486997394582066
"47","Afghanistan","LIC",2023,"Progress_Antihypertensive therapy",0.485110301652833
"48","Afghanistan","LIC",2023,"Progress_Both",0.485110301652833
"49","Afghanistan","LIC",2023,"Progress_Salt reduction",0.486997394582066
"50","Afghanistan","LIC",2024,"Aspirational_Antihypertensive therapy",0.481959949715635
"51","Afghanistan","LIC",2024,"Aspirational_Both",0.48138154471415
"52","Afghanistan","LIC",2024,"Aspirational_Salt reduction",0.485947676776978
"53","Afghanistan","LIC",2024,"Business as usual",0.486541111850335
"54","Afghanistan","LIC",2024,"Progress_Antihypertensive therapy",0.482258675222194
"55","Afghanistan","LIC",2024,"Progress_Both",0.482077000629533
"56","Afghanistan","LIC",2024,"Progress_Salt reduction",0.486354974738627
"57","Afghanistan","LIC",2025,"Aspirational_Antihypertensive therapy",0.48202521675042
"58","Afghanistan","LIC",2025,"Aspirational_Both",0.480464520534305
"59","Afghanistan","LIC",2025,"Aspirational_Salt reduction",0.488214008977641
"60","Afghanistan","LIC",2025,"Business as usual",0.489845431973508
"61","Afghanistan","LIC",2025,"Progress_Antihypertensive therapy",0.482666652460903
"62","Afghanistan","LIC",2025,"Progress_Both",0.482174564916246
"63","Afghanistan","LIC",2025,"Progress_Salt reduction",0.48933258885808
"64","Afghanistan","LIC",2026,"Aspirational_Antihypertensive therapy",0.475744489063718
"65","Afghanistan","LIC",2026,"Aspirational_Both",0.472947920607726
"66","Afghanistan","LIC",2026,"Aspirational_Salt reduction",0.484383566978416
"67","Afghanistan","LIC",2026,"Business as usual",0.487369078494619
"68","Afghanistan","LIC",2026,"Progress_Antihypertensive therapy",0.476915115292516
"69","Afghanistan","LIC",2026,"Progress_Both",0.476029325239206
"70","Afghanistan","LIC",2026,"Progress_Salt reduction",0.486428616203709
"71","Afghanistan","LIC",2027,"Aspirational_Antihypertensive therapy",0.469067346662037
"72","Afghanistan","LIC",2027,"Aspirational_Both",0.464863521080131
"73","Afghanistan","LIC",2027,"Aspirational_Salt reduction",0.480458921756636
"74","Afghanistan","LIC",2027,"Business as usual",0.485054558515713
"75","Afghanistan","LIC",2027,"Progress_Antihypertensive therapy",0.471003060744329
"76","Afghanistan","LIC",2027,"Progress_Both",0.469663999081766
"77","Afghanistan","LIC",2027,"Progress_Salt reduction",0.483603963588093
"78","Afghanistan","LIC",2028,"Aspirational_Antihypertensive therapy",0.462132413441551
"79","Afghanistan","LIC",2028,"Aspirational_Both",0.456427713895797
"80","Afghanistan","LIC",2028,"Aspirational_Salt reduction",0.476582667257093
"81","Afghanistan","LIC",2028,"Business as usual",0.482986931036852
"82","Afghanistan","LIC",2028,"Progress_Antihypertensive therapy",0.465111490309698
"83","Afghanistan","LIC",2028,"Progress_Both",0.463281490770266
"84","Afghanistan","LIC",2028,"Progress_Salt reduction",0.480961440185486
"85","Afghanistan","LIC",2029,"Aspirational_Antihypertensive therapy",0.454491706298533
"86","Afghanistan","LIC",2029,"Aspirational_Both",0.447681781552948
"87","Afghanistan","LIC",2029,"Aspirational_Salt reduction",0.472763164146329
"88","Afghanistan","LIC",2029,"Business as usual",0.480606696488792
"89","Afghanistan","LIC",2029,"Progress_Antihypertensive therapy",0.458816516787309
"90","Afghanistan","LIC",2029,"Progress_Both",0.456475831930459
"91","Afghanistan","LIC",2029,"Progress_Salt reduction",0.477956654747991
"92","Afghanistan","LIC",2030,"Aspirational_Antihypertensive therapy",0.449527157372478
"93","Afghanistan","LIC",2030,"Aspirational_Both",0.441856353877681
"94","Afghanistan","LIC",2030,"Aspirational_Salt reduction",0.472313872880303
"95","Afghanistan","LIC",2030,"Business as usual",0.481387133514806
"96","Afghanistan","LIC",2030,"Progress_Antihypertensive therapy",0.455539396759639
"97","Afghanistan","LIC",2030,"Progress_Both",0.452658298198091
"98","Afghanistan","LIC",2030,"Progress_Salt reduction",0.478049154596757
"99","Afghanistan","LIC",2031,"Aspirational_Antihypertensive therapy",0.441297012952509
"100","Afghanistan","LIC",2031,"Aspirational_Both",0.433037032719012
"101","Afghanistan","LIC",2031,"Aspirational_Salt reduction",0.468929660944895
"102","Afghanistan","LIC",2031,"Business as usual",0.478984430902056
"103","Afghanistan","LIC",2031,"Progress_Antihypertensive therapy",0.449275284444601
"104","Afghanistan","LIC",2031,"Progress_Both",0.44586384788319
"105","Afghanistan","LIC",2031,"Progress_Salt reduction",0.474937653831081
"106","Afghanistan","LIC",2032,"Aspirational_Antihypertensive therapy",0.432372272876139
"107","Afghanistan","LIC",2032,"Aspirational_Both",0.423721426089217
"108","Afghanistan","LIC",2032,"Aspirational_Salt reduction",0.465032323656077
"109","Afghanistan","LIC",2032,"Business as usual",0.4758899988156
"110","Afghanistan","LIC",2032,"Progress_Antihypertensive therapy",0.442556127822094
"111","Afghanistan","LIC",2032,"Progress_Both",0.438744084978739
"112","Afghanistan","LIC",2032,"Progress_Salt reduction",0.471272651688374
"113","Afghanistan","LIC",2033,"Aspirational_Antihypertensive therapy",0.423663203444205
"114","Afghanistan","LIC",2033,"Aspirational_Both",0.414772096871441
"115","Afghanistan","LIC",2033,"Aspirational_Salt reduction",0.461384628220004
"116","Afghanistan","LIC",2033,"Business as usual",0.472907891393257
"117","Afghanistan","LIC",2033,"Progress_Antihypertensive therapy",0.436231050184442
"118","Afghanistan","LIC",2033,"Progress_Both",0.432113942505443
"119","Afghanistan","LIC",2033,"Progress_Salt reduction",0.467823333537284
"120","Afghanistan","LIC",2034,"Aspirational_Antihypertensive therapy",0.415612298062801
"121","Afghanistan","LIC",2034,"Aspirational_Both",0.406592207171097
"122","Afghanistan","LIC",2034,"Aspirational_Salt reduction",0.458307891844924
"123","Afghanistan","LIC",2034,"Business as usual",0.470392374159232
"124","Afghanistan","LIC",2034,"Progress_Antihypertensive therapy",0.430672540063364
"125","Afghanistan","LIC",2034,"Progress_Both",0.426320001012185
"126","Afghanistan","LIC",2034,"Progress_Salt reduction",0.46491836346959
"127","Afghanistan","LIC",2035,"Aspirational_Antihypertensive therapy",0.407660067199003
"128","Afghanistan","LIC",2035,"Aspirational_Both",0.398603167245618
"129","Afghanistan","LIC",2035,"Aspirational_Salt reduction",0.455088307125847
"130","Afghanistan","LIC",2035,"Business as usual",0.467640131623178
"131","Afghanistan","LIC",2035,"Progress_Antihypertensive therapy",0.425227704595753
"132","Afghanistan","LIC",2035,"Progress_Both",0.420695834495275
"133","Afghanistan","LIC",2035,"Progress_Salt reduction",0.461842311222073
"134","Afghanistan","LIC",2036,"Aspirational_Antihypertensive therapy",0.399336111488775
"135","Afghanistan","LIC",2036,"Aspirational_Both",0.390321641727955
"136","Afghanistan","LIC",2036,"Aspirational_Salt reduction",0.451111339518837
"137","Afghanistan","LIC",2036,"Business as usual",0.464039738372121
"138","Afghanistan","LIC",2036,"Progress_Antihypertensive therapy",0.419328664613729
"139","Afghanistan","LIC",2036,"Progress_Both",0.414665435527825
"140","Afghanistan","LIC",2036,"Progress_Salt reduction",0.457977348974894
"141","Afghanistan","LIC",2037,"Aspirational_Antihypertensive therapy",0.391288916993234
"142","Afghanistan","LIC",2037,"Aspirational_Both",0.382368830576464
"143","Afghanistan","LIC",2037,"Aspirational_Salt reduction",0.447005454153684
"144","Afghanistan","LIC",2037,"Business as usual",0.460242003674854
"145","Afghanistan","LIC",2037,"Progress_Antihypertensive therapy",0.41357515686526
"146","Afghanistan","LIC",2037,"Progress_Both",0.408814757529464
"147","Afghanistan","LIC",2037,"Progress_Salt reduction",0.453960510123523
"148","Afghanistan","LIC",2038,"Aspirational_Antihypertensive therapy",0.38459285147848
"149","Afghanistan","LIC",2038,"Aspirational_Both",0.375787482264919
"150","Afghanistan","LIC",2038,"Aspirational_Salt reduction",0.443928987674191
"151","Afghanistan","LIC",2038,"Business as usual",0.457436857949053
"152","Afghanistan","LIC",2038,"Progress_Antihypertensive therapy",0.409044346804099
"153","Afghanistan","LIC",2038,"Progress_Both",0.404205073641171
"154","Afghanistan","LIC",2038,"Progress_Salt reduction",0.450964478771376
"155","Afghanistan","LIC",2039,"Aspirational_Antihypertensive therapy",0.379243669016379
"156","Afghanistan","LIC",2039,"Aspirational_Both",0.370563417175761
"157","Afghanistan","LIC",2039,"Aspirational_Salt reduction",0.441873798159182
"158","Afghanistan","LIC",2039,"Business as usual",0.45562217650119
"159","Afghanistan","LIC",2039,"Progress_Antihypertensive therapy",0.405710768181258
"160","Afghanistan","LIC",2039,"Progress_Both",0.400805954698711
"161","Afghanistan","LIC",2039,"Progress_Salt reduction",0.448982336614077
"162","Afghanistan","LIC",2040,"Aspirational_Antihypertensive therapy",0.374299450460261
"163","Afghanistan","LIC",2040,"Aspirational_Both",0.3657619781245
"164","Afghanistan","LIC",2040,"Aspirational_Salt reduction",0.439786683654835
"165","Afghanistan","LIC",2040,"Business as usual",0.453729229986382
"166","Afghanistan","LIC",2040,"Progress_Antihypertensive therapy",0.40256971618496
"167","Afghanistan","LIC",2040,"Progress_Both",0.397617045665616
"168","Afghanistan","LIC",2040,"Progress_Salt reduction",0.446951219654675
"169","Afghanistan","LIC",2041,"Aspirational_Antihypertensive therapy",0.369109144633397
"170","Afghanistan","LIC",2041,"Aspirational_Both",0.360734691565359
"171","Afghanistan","LIC",2041,"Aspirational_Salt reduction",0.436957034119713
"172","Afghanistan","LIC",2041,"Business as usual",0.451039390575842
"173","Afghanistan","LIC",2041,"Progress_Antihypertensive therapy",0.398928549589254
"174","Afghanistan","LIC",2041,"Progress_Both",0.393947857193953
"175","Afghanistan","LIC",2041,"Progress_Salt reduction",0.444155156071037
"176","Afghanistan","LIC",2042,"Aspirational_Antihypertensive therapy",0.364059245298608
"177","Afghanistan","LIC",2042,"Aspirational_Both",0.355852634975638
"178","Afghanistan","LIC",2042,"Aspirational_Salt reduction",0.4338940933736
"179","Afghanistan","LIC",2042,"Business as usual",0.448082397185712
"180","Afghanistan","LIC",2042,"Progress_Antihypertensive therapy",0.395216118858431
"181","Afghanistan","LIC",2042,"Progress_Both",0.390219002829797
"182","Afghanistan","LIC",2042,"Progress_Salt reduction",0.441113198706546
"183","Afghanistan","LIC",2043,"Aspirational_Antihypertensive therapy",0.359997396794272
"184","Afghanistan","LIC",2043,"Aspirational_Both",0.351942490730127
"185","Afghanistan","LIC",2043,"Aspirational_Salt reduction",0.43165633633467
"186","Afghanistan","LIC",2043,"Business as usual",0.445948231636995
"187","Afghanistan","LIC",2043,"Progress_Antihypertensive therapy",0.392371588155629
"188","Afghanistan","LIC",2043,"Progress_Both",0.387357639635667
"189","Afghanistan","LIC",2043,"Progress_Salt reduction",0.43889975679655
"190","Afghanistan","LIC",2044,"Aspirational_Antihypertensive therapy",0.356935139257513
"191","Afghanistan","LIC",2044,"Aspirational_Both",0.349012915149355
"192","Afghanistan","LIC",2044,"Aspirational_Salt reduction",0.430317562765804
"193","Afghanistan","LIC",2044,"Business as usual",0.44471586321135
"194","Afghanistan","LIC",2044,"Progress_Antihypertensive therapy",0.390438035523855
"195","Afghanistan","LIC",2044,"Progress_Both",0.385404750116223
"196","Afghanistan","LIC",2044,"Progress_Salt reduction",0.437590822348518
"197","Afghanistan","LIC",2045,"Aspirational_Antihypertensive therapy",0.354061262577187
"198","Afghanistan","LIC",2045,"Aspirational_Both",0.346266260677586
"199","Afghanistan","LIC",2045,"Aspirational_Salt reduction",0.428939853757721
"200","Afghanistan","LIC",2045,"Business as usual",0.44342508157784
"201","Afghanistan","LIC",2045,"Progress_Antihypertensive therapy",0.388550667543184
"202","Afghanistan","LIC",2045,"Progress_Both",0.383503698387102
"203","Afghanistan","LIC",2045,"Progress_Salt reduction",0.436236568233407
"204","Afghanistan","LIC",2046,"Aspirational_Antihypertensive therapy",0.350875550570892
"205","Afghanistan","LIC",2046,"Aspirational_Both",0.343209694976665
"206","Afghanistan","LIC",2046,"Aspirational_Salt reduction",0.426931638148211
"207","Afghanistan","LIC",2046,"Business as usual",0.441471004206471
"208","Afghanistan","LIC",2046,"Progress_Antihypertensive therapy",0.386169691208384
"209","Afghanistan","LIC",2046,"Progress_Both",0.381119443109791
"210","Afghanistan","LIC",2046,"Progress_Salt reduction",0.434238089144114
"211","Afghanistan","LIC",2047,"Aspirational_Antihypertensive therapy",0.347710816633546
"212","Afghanistan","LIC",2047,"Aspirational_Both",0.340168334890737
"213","Afghanistan","LIC",2047,"Aspirational_Salt reduction",0.42470686763524
"214","Afghanistan","LIC",2047,"Business as usual",0.439281023243488
"215","Afghanistan","LIC",2047,"Progress_Antihypertensive therapy",0.383668262065617
"216","Afghanistan","LIC",2047,"Progress_Both",0.378620126772018
"217","Afghanistan","LIC",2047,"Progress_Salt reduction",0.432015782340201
"218","Afghanistan","LIC",2048,"Aspirational_Antihypertensive therapy",0.345143459631463
"219","Afghanistan","LIC",2048,"Aspirational_Both",0.337708148373958
"220","Afghanistan","LIC",2048,"Aspirational_Salt reduction",0.422985667388423
"221","Afghanistan","LIC",2048,"Business as usual",0.437595416515651
"222","Afghanistan","LIC",2048,"Progress_Antihypertensive therapy",0.381693853436871
"223","Afghanistan","LIC",2048,"Progress_Both",0.376645722947455
"224","Afghanistan","LIC",2048,"Progress_Salt reduction",0.430299615332269
"225","Afghanistan","LIC",2049,"Aspirational_Antihypertensive therapy",0.343113335764869
"226","Afghanistan","LIC",2049,"Aspirational_Both",0.335770764692229
"227","Afghanistan","LIC",2049,"Aspirational_Salt reduction",0.421721822328646
"228","Afghanistan","LIC",2049,"Business as usual",0.436367295091216
"229","Afghanistan","LIC",2049,"Progress_Antihypertensive therapy",0.380196165058209
"230","Afghanistan","LIC",2049,"Progress_Both",0.375146206778583
"231","Afghanistan","LIC",2049,"Progress_Salt reduction",0.429042647150924
"232","Afghanistan","LIC",2050,"Aspirational_Antihypertensive therapy",0.34090575021563
"233","Afghanistan","LIC",2050,"Aspirational_Both",0.333654323324293
"234","Afghanistan","LIC",2050,"Aspirational_Salt reduction",0.420070547380018
"235","Afghanistan","LIC",2050,"Business as usual",0.434730539937923
"236","Afghanistan","LIC",2050,"Progress_Antihypertensive therapy",0.378399859511002
"237","Afghanistan","LIC",2050,"Progress_Both",0.37335423503488
"238","Afghanistan","LIC",2050,"Progress_Salt reduction",0.427388951332246
"239","Albania","UMIC",2017,"Aspirational_Antihypertensive therapy",0.247779175673945
"240","Albania","UMIC",2017,"Aspirational_Both",0.247779175673945
"241","Albania","UMIC",2017,"Aspirational_Salt reduction",0.247779175673945
"242","Albania","UMIC",2017,"Business as usual",0.247779175673945
"243","Albania","UMIC",2017,"Progress_Antihypertensive therapy",0.247779175673945
"244","Albania","UMIC",2017,"Progress_Both",0.247779175673945
"245","Albania","UMIC",2017,"Progress_Salt reduction",0.247779175673945
"246","Albania","UMIC",2018,"Aspirational_Antihypertensive therapy",0.238892425363706
"247","Albania","UMIC",2018,"Aspirational_Both",0.238892425363706
"248","Albania","UMIC",2018,"Aspirational_Salt reduction",0.238892425363706
"249","Albania","UMIC",2018,"Business as usual",0.238892425363706
"250","Albania","UMIC",2018,"Progress_Antihypertensive therapy",0.238892425363706
"251","Albania","UMIC",2018,"Progress_Both",0.238892425363706
"252","Albania","UMIC",2018,"Progress_Salt reduction",0.238892425363706
"253","Albania","UMIC",2019,"Aspirational_Antihypertensive therapy",0.23218992028128
"254","Albania","UMIC",2019,"Aspirational_Both",0.23218992028128
"255","Albania","UMIC",2019,"Aspirational_Salt reduction",0.23218992028128
"256","Albania","UMIC",2019,"Business as usual",0.23218992028128
"257","Albania","UMIC",2019,"Progress_Antihypertensive therapy",0.23218992028128
"258","Albania","UMIC",2019,"Progress_Both",0.23218992028128
"259","Albania","UMIC",2019,"Progress_Salt reduction",0.23218992028128
"260","Albania","UMIC",2020,"Aspirational_Antihypertensive therapy",0.227893238497868
"261","Albania","UMIC",2020,"Aspirational_Both",0.227893238497868
"262","Albania","UMIC",2020,"Aspirational_Salt reduction",0.227893238497868
"263","Albania","UMIC",2020,"Business as usual",0.227893238497868
"264","Albania","UMIC",2020,"Progress_Antihypertensive therapy",0.227893238497868
"265","Albania","UMIC",2020,"Progress_Both",0.227893238497868
"266","Albania","UMIC",2020,"Progress_Salt reduction",0.227893238497868
"267","Albania","UMIC",2021,"Aspirational_Antihypertensive therapy",0.224421225801553
"268","Albania","UMIC",2021,"Aspirational_Both",0.224421225801553
"269","Albania","UMIC",2021,"Aspirational_Salt reduction",0.224421225801553
"270","Albania","UMIC",2021,"Business as usual",0.224421225801553
"271","Albania","UMIC",2021,"Progress_Antihypertensive therapy",0.224421225801553
"272","Albania","UMIC",2021,"Progress_Both",0.224421225801553
"273","Albania","UMIC",2021,"Progress_Salt reduction",0.224421225801553
"274","Albania","UMIC",2022,"Aspirational_Antihypertensive therapy",0.221602564214397
"275","Albania","UMIC",2022,"Aspirational_Both",0.221602564214397
"276","Albania","UMIC",2022,"Aspirational_Salt reduction",0.221602564214397
"277","Albania","UMIC",2022,"Business as usual",0.221602564214397
"278","Albania","UMIC",2022,"Progress_Antihypertensive therapy",0.221602564214397
"279","Albania","UMIC",2022,"Progress_Both",0.221602564214397
"280","Albania","UMIC",2022,"Progress_Salt reduction",0.221602564214397
"281","Albania","UMIC",2023,"Aspirational_Antihypertensive therapy",0.217964756746947
"282","Albania","UMIC",2023,"Aspirational_Both",0.217964756746947
"283","Albania","UMIC",2023,"Aspirational_Salt reduction",0.218826259847872
"284","Albania","UMIC",2023,"Business as usual",0.218826259847872
"285","Albania","UMIC",2023,"Progress_Antihypertensive therapy",0.217960196730241
"286","Albania","UMIC",2023,"Progress_Both",0.217960196730241
"287","Albania","UMIC",2023,"Progress_Salt reduction",0.218826259847872
"288","Albania","UMIC",2024,"Aspirational_Antihypertensive therapy",0.21465256354062
"289","Albania","UMIC",2024,"Aspirational_Both",0.213914122798006
"290","Albania","UMIC",2024,"Aspirational_Salt reduction",0.21583130863232
"291","Albania","UMIC",2024,"Business as usual",0.216587557815298
"292","Albania","UMIC",2024,"Progress_Antihypertensive therapy",0.21466163560132
"293","Albania","UMIC",2024,"Progress_Both",0.214430153066282
"294","Albania","UMIC",2024,"Progress_Salt reduction",0.216350493597322
"295","Albania","UMIC",2025,"Aspirational_Antihypertensive therapy",0.21181760399969
"296","Albania","UMIC",2025,"Aspirational_Both",0.210111196566134
"297","Albania","UMIC",2025,"Aspirational_Salt reduction",0.213317141538508
"298","Albania","UMIC",2025,"Business as usual",0.215092671119533
"299","Albania","UMIC",2025,"Progress_Antihypertensive therapy",0.211871897947892
"300","Albania","UMIC",2025,"Progress_Both",0.211335423143172
"301","Albania","UMIC",2025,"Progress_Salt reduction",0.214534690032974
"302","Albania","UMIC",2026,"Aspirational_Antihypertensive therapy",0.207689976951415
"303","Albania","UMIC",2026,"Aspirational_Both",0.204923763055629
"304","Albania","UMIC",2026,"Aspirational_Salt reduction",0.209645385955296
"305","Albania","UMIC",2026,"Business as usual",0.21257728058927
"306","Albania","UMIC",2026,"Progress_Antihypertensive therapy",0.207839222285761
"307","Albania","UMIC",2026,"Progress_Both",0.206966570885621
"308","Albania","UMIC",2026,"Progress_Salt reduction",0.211653561808023
"309","Albania","UMIC",2027,"Aspirational_Antihypertensive therapy",0.203583044394685
"310","Albania","UMIC",2027,"Aspirational_Both",0.199709313706874
"311","Albania","UMIC",2027,"Aspirational_Salt reduction",0.206192263778393
"312","Albania","UMIC",2027,"Business as usual",0.210387877135921
"313","Albania","UMIC",2027,"Progress_Antihypertensive therapy",0.203900525239701
"314","Albania","UMIC",2027,"Progress_Both",0.20267335442049
"315","Albania","UMIC",2027,"Progress_Salt reduction",0.209062631560714
"316","Albania","UMIC",2028,"Aspirational_Antihypertensive therapy",0.199401011481016
"317","Albania","UMIC",2028,"Aspirational_Both",0.19441157938133
"318","Albania","UMIC",2028,"Aspirational_Salt reduction",0.202896735144765
"319","Albania","UMIC",2028,"Business as usual",0.208438674325156
"320","Albania","UMIC",2028,"Progress_Antihypertensive therapy",0.199987760110277
"321","Albania","UMIC",2028,"Progress_Both",0.198398789508759
"322","Albania","UMIC",2028,"Progress_Salt reduction",0.206683662490611
"323","Albania","UMIC",2029,"Aspirational_Antihypertensive therapy",0.195155672109089
"324","Albania","UMIC",2029,"Aspirational_Both",0.189621344588174
"325","Albania","UMIC",2029,"Aspirational_Salt reduction",0.200454644928978
"326","Albania","UMIC",2029,"Business as usual",0.206742957834501
"327","Albania","UMIC",2029,"Progress_Antihypertensive therapy",0.19614301406392
"328","Albania","UMIC",2029,"Progress_Both",0.194192021935314
"329","Albania","UMIC",2029,"Progress_Salt reduction",0.204533866833231
"330","Albania","UMIC",2030,"Aspirational_Antihypertensive therapy",0.191103788715775
"331","Albania","UMIC",2030,"Aspirational_Both",0.185241802710573
"332","Albania","UMIC",2030,"Aspirational_Salt reduction",0.198706897512108
"333","Albania","UMIC",2030,"Business as usual",0.205551142911683
"334","Albania","UMIC",2030,"Progress_Antihypertensive therapy",0.192653149143143
"335","Albania","UMIC",2030,"Progress_Both",0.190344239859543
"336","Albania","UMIC",2030,"Progress_Salt reduction",0.202865690801991
"337","Albania","UMIC",2031,"Aspirational_Antihypertensive therapy",0.186295536545011
"338","Albania","UMIC",2031,"Aspirational_Both",0.180258153509739
"339","Albania","UMIC",2031,"Aspirational_Salt reduction",0.196552921158329
"340","Albania","UMIC",2031,"Business as usual",0.20382550164682
"341","Albania","UMIC",2031,"Progress_Antihypertensive therapy",0.188585272861226
"342","Albania","UMIC",2031,"Progress_Both",0.185937678287583
"343","Albania","UMIC",2031,"Progress_Salt reduction",0.200657076873094
"344","Albania","UMIC",2032,"Aspirational_Antihypertensive therapy",0.181459634652922
"345","Albania","UMIC",2032,"Aspirational_Both",0.175341935521659
"346","Albania","UMIC",2032,"Aspirational_Salt reduction",0.194646024457538
"347","Albania","UMIC",2032,"Business as usual",0.202274968520421
"348","Albania","UMIC",2032,"Progress_Antihypertensive therapy",0.184682191697719
"349","Albania","UMIC",2032,"Progress_Both",0.181859029641048
"350","Albania","UMIC",2032,"Progress_Salt reduction",0.198817134004995
"351","Albania","UMIC",2033,"Aspirational_Antihypertensive therapy",0.176726704210074
"352","Albania","UMIC",2033,"Aspirational_Both",0.170599070362675
"353","Albania","UMIC",2033,"Aspirational_Salt reduction",0.193039883177971
"354","Albania","UMIC",2033,"Business as usual",0.200973700207169
"355","Albania","UMIC",2033,"Progress_Antihypertensive therapy",0.181072798938794
"356","Albania","UMIC",2033,"Progress_Both",0.178142392428072
"357","Albania","UMIC",2033,"Progress_Salt reduction",0.197296323114842
"358","Albania","UMIC",2034,"Aspirational_Antihypertensive therapy",0.172145269149222
"359","Albania","UMIC",2034,"Aspirational_Both",0.16606207085998
"360","Albania","UMIC",2034,"Aspirational_Salt reduction",0.191699181615125
"361","Albania","UMIC",2034,"Business as usual",0.199896733506739
"362","Albania","UMIC",2034,"Progress_Antihypertensive therapy",0.177786757213833
"363","Albania","UMIC",2034,"Progress_Both",0.174787339808978
"364","Albania","UMIC",2034,"Progress_Salt reduction",0.196039342725691
"365","Albania","UMIC",2035,"Aspirational_Antihypertensive therapy",0.16773968079534
"366","Albania","UMIC",2035,"Aspirational_Both",0.161743176248841
"367","Albania","UMIC",2035,"Aspirational_Salt reduction",0.190558830042923
"368","Albania","UMIC",2035,"Business as usual",0.198984462098868
"369","Albania","UMIC",2035,"Progress_Antihypertensive therapy",0.174812978865691
"370","Albania","UMIC",2035,"Progress_Both",0.171769348869131
"371","Albania","UMIC",2035,"Progress_Salt reduction",0.194975252201601
"372","Albania","UMIC",2036,"Aspirational_Antihypertensive therapy",0.163437384479345
"373","Albania","UMIC",2036,"Aspirational_Both",0.157559466644031
"374","Albania","UMIC",2036,"Aspirational_Salt reduction",0.189452973531961
"375","Albania","UMIC",2036,"Business as usual",0.198074542468728
"376","Albania","UMIC",2036,"Progress_Antihypertensive therapy",0.172029256951126
"377","Albania","UMIC",2036,"Progress_Both",0.168958618910026
"378","Albania","UMIC",2036,"Progress_Salt reduction",0.193936147773157
"379","Albania","UMIC",2037,"Aspirational_Antihypertensive therapy",0.159279401934134
"380","Albania","UMIC",2037,"Aspirational_Both",0.15354304448735
"381","Albania","UMIC",2037,"Aspirational_Salt reduction",0.188344774224633
"382","Albania","UMIC",2037,"Business as usual",0.197132324277947
"383","Albania","UMIC",2037,"Progress_Antihypertensive therapy",0.169422275639527
